StageId	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId[1]	UnlockEventId[2]	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	PreEventId[3]	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[2]	StarRewardId[3]	StarRewardId	TeamExp	CardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]	MultiChallengeId	Restartable
30050101	Come Get Me	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily3.png		101					1								1	25		0			15						30050101		30510100					15	50								3	Attack the enemies so they can drop Cogs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050101	
30050102	Run! Run Away!	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily3.png		101					1								2	40		0			20		10040304				30050101		30510101					20	50								3	Attack the enemies so they can drop Cogs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050102	
30050103	I'm Getting Angry	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily3.png		101					1								3	55		0			25		11040106				30050101		30510102					25	50								3	Attack the enemies so they can drop Cogs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050103	
30050104	Stop Hitting Me T_T	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily3.png		101					1								4	70		0			30		11060106				30050101		30510103					30	50								3	Attack the enemies so they can drop Cogs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050104	
30050201	Recovery	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily1.png		101					1								1	25		0			15						30050201		30520100					15	50								3	Remember to pick up the orbs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050201	
30050202	Charge	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily1.png		101					1								2	40		0			20		10040304				30050201		30520101					20	50								3	Remember to pick up the orbs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050202	
30050203	Release	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily1.png		101					1								3	55		0			25		11040106				30050201		30520102					25	50								3	Remember to pick up the orbs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050203	
30050204	Burst	Reclaim Supplies: Our Cache Resources were raided by the Corrupted. Please take the resources back! They are vital to us!	Assets/Product/Texture/Image/UiFubenDailyTab/UiExploreDaily1.png		101					1								4	70		0			30		11060106				30050201		30520103					30	50								3	Remember to pick up the orbs.	Enemy's power scales with Comm lv.										2	1										Rectangle			1	2	3	30050204	
30030301	Dummy Training	Test Area Experiment			101					1			2					1			0																									3												4	1							12			Rectangle			1	2	3		
30030302	Combat Training	Test Area Experiment			101					1			2					1			0																									3												4	1							12			Rectangle			1	2	3		
30030303	Test Area Experiment 3	Test Area Experiment			101					1			2					1			0																									3												4	1							12			Rectangle			1	2	3		
30030401	Dummy Training	Test Area Experiment			101					1			2					1			0																								1	3												4	1							12			Rectangle			1	2	3		
30030402	Combat Training	Test Area Experiment			101					1			2					1			0																								1	3												4	1							12			Rectangle			1	2	3		
30030403	Test Area Experiment 4	Test Area Experiment			101					1			2					1			0																								1	3												4	1							12			Rectangle			1	2	3		
30030501	Tank War				101					1			2					1			0																								1	3												4	1							12			Rectangle			1	2	3		
30030701	Co-op				101					1			2					1			0																								1	3												4	1							12			Rectangle			1	2	3		
30020101	First Conflict	After parting ways with Liv, Gray Raven and the guards of Golden Vortex had conflict for the first time.<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020101					4	1							2			Rectangle	4000		1	2	3		
30020102	Mystery of the Light Pillar	30 minutes after Liv left, Lucia found the remains of Goldfinch members. She swore that she would find out the murderer.<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020102					4	1							2			Rectangle	4001		1	2	3		
30020103	Stumble	It took Goldfinch almost three hours before they finally arrived at the outer walls of the central area...<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020103					4	1							2			Rectangle	4002		1	2	3		
30020104	A Bridge Too Far	Goldfinch members were attacked and chased by the guards. By evening, they realized they no longer had the strength to move any further... <color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020104					4	1							2			Rectangle	4003		1	2	3		
30020105	Secret Passage	It had been an hour in Golden Vortex, and only Lucia and the commandant were left. They were forced to fall back to the underground secret passage.<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020105					4	1							2			Rectangle	4004		1	2	3		
30020106	The Queen and Hope	After hiding underground for 15 minutes... A Construct caught Lucia's attention. It was walking without purpose like a corpse.<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020106					4	1							2			Rectangle	4005		1	2	3		
30020107	Battle in Alley	Lee struggled for half an hour trying to get rid of the guards. He moved to the secret passage, hoping the guards would be lost...<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 2</color>			101					1								1			0																									3							30020107					4	1							2			Rectangle	4006		1	2	3		
30020108	Awakening	The invitation was in fact a subjugation. Lucia turned down the Queen's offer, so Gray Raven and the royal guards went to war.<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 2</color>			101					1								1			0																									3							30020108					4	1							2			Rectangle	4007		1	2	3		
30020109	Companion	Liv joined Browning, the leader of Goldfinch. They started searching for the tactical devices left behind by Goldfinch in the desert.<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020109					4	1							2			Rectangle	4008		1	2	3		
30020110	Protection	The device seemed to have attracted lots of guards. As they quickly came close, Liv swore to protect Browning...<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020110					4	1							2			Rectangle	4009		1	2	3		
30020111	Trojan Horse	To ensure the search mission could succeed, Liv decided to hack into the device's operating system...<color=#0e70bd>\nTeam BP Limit: 3000             Required units: 1</color>			101					1								1			0																									3							30020111					4	1							2			Rectangle	4010		1	2	3		
30020112	Exploration 1	This is the Exploration mode.			101					1								1			0																									3							30020112					4	1							2			Rectangle	4011		1	2	3		
30020113	Exploration 2	This is the Exploration mode.			101					1								1			0																									3							30020113					4	1							2			Rectangle	4012		1	2	3		
30020114	Exploration 3	This is the Exploration mode.			101					1								1			0																									3							30020114					4	1							2			Rectangle	4013		1	2	3		
30020115	Exploration 4	This is the Exploration mode.			101					1								1			0																									3							30020115					4	1							2			Rectangle	4014		1	2	3		
30020116	Exploration 5	This is the Exploration mode.			101					1								1			0																									3							30020116					4	1							2			Rectangle	4015		1	2	3		
30020201	Inquisition	Watanabe spent a few minutes observing the guards. He decided to capture one for inquisition.<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>			101					1								1			0																									3							30020201					4	1							2			Rectangle	4016		1	2	3		
30020202	Back Alive	Bianca found survivors of Goldfinch unexpectedly while collecting samples... They were still alive!<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>			101					1								1			0																									3							30020202					4	1							2			Rectangle	4017		1	2	3		
30020203	Clash	The negotiation didn't last long before Watanabe and Bianca escalated it into a violent event.<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>			101					1								1			0																									3							30020203					4	1							2			Rectangle	4018		1	2	3		
30020204	Culprit of Sandstorm	Less than 1 hour into the Golden Vortex, Watanabe found the weather engine responsible for the sandstorm...<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>			101					1								1			0																									3							30020204					4	1							2			Rectangle	4019		1	2	3		
30020205	Tick-Tock	While waiting for the results of sample analysis, Bianca heard some strange noise. She followed the sound but ended up in a group of "Silent Guards"...<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>			101					1								1			0																									3							30020205					4	1							2			Rectangle	4020		1	2	3		
30020206	Destiny	Watanabe met Bianca again, but refused to abandon any Forsaken. Violence became the last resort once again...<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 2</color>			101					1								1			0																									3							30020206					4	1							2			Rectangle	4021		1	2	3		
30020207	Invincible	Kamui'd been fighting the Corrupted for almost half an hour. Roland managed to escape into the building... But Kamui wouldn't let him go!<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>			101					1								1			0																									3							30020207					4	1							2			Rectangle	4022		1	2	3		
30020208	Unexpected Assistance	Bianca considered the pros and cons for a brief moment, then decided to rescue the hostage.<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>			101					1								1			0																									3							30020208					4	1							2			Rectangle	4023		1	2	3		
30020209	Fatal Combo	At noon, Watanabe brought Forsaken to help Bianca... But the Queen's royal guards were pouring bullets!<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 2</color>			101					1								1			0																									3							30020209					4	1							2			Rectangle	4024		1	2	3		
30020210	Exploration 6	This is the Exploration mode.			101					1								1			0																									3							30020210					4	1							2			Rectangle	4025		1	2	3		
30020211	Exploration 7	This is the Exploration mode.			101					1								1			0																									3							30020211					4	1							2			Rectangle	4026		1	2	3		
30020212	Exploration 8	This is the Exploration mode.			101					1								1			0																									3							30020212					4	1							2			Rectangle	4027		1	2	3		
30020213	Exploration 9	This is the Exploration mode.			101					1								1			0																									3							30020213					4	1							2			Rectangle	4028		1	2	3		
30020214	Exploration 10	This is the Exploration mode.			101					1								1			0																									3							30020214					4	1							2			Rectangle	4029		1	2	3		
30020215	Exploration 11	This is the Exploration mode.			101					1								1			0																									3							30020215					4	1							2			Rectangle	4030		1	2	3		
30020216	Exploration 12	This is the Exploration mode.			101					1								1			0																									3							30020216					4	1							2			Rectangle	4031		1	2	3		
30020301	Imprisoned	Roland stepped into Nithart's trap. Thanks to the antibody, the power of Punishing Virus was rapidly reduced.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020301					4	1							2			Rectangle	4032		1	2	3		
30020302	Shield of Protection	The guards had their eyes on Karenina the moment she stepped into the Golden Vortex.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020302					4	1							2			Rectangle	4033		1	2	3		
30020303	Toolbox	After thirty minutes of high-speed marching, Karenina finally got to demonstrate her strength...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020303					4	1							2			Rectangle	4034		1	2	3		
30020304	Alarm of Misplacement	As Nanami triggered the alarm in the Corrupted zone, she became a must-kill target...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020304					4	1							2			Rectangle	4035		1	2	3		
30020305	Restructure	Karenina received the analysis report of the antibody. She must re-establish the communication network to upload it...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020305					4	1							2			Rectangle	4036		1	2	3		
30020306	Sealing	To Roland's surprise, Nanami broke into the trap and resolved his biggest trouble...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 2</color>			101					1								1			0																									3							30020306					4	1							2			Rectangle	4037		1	2	3		
30020307	Builder's Puzzle	After the walls were destroyed, the route became straight forward. It only took them minutes to break into the forbidden area.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020307					4	1							2			Rectangle	4038		1	2	3		
30020308	Broken Sword	Kamui knew it very well: as long as the Elite Corrupted was defeated, he could go after Roland again.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 2</color>			101					1								1			0																									3							30020308					4	1							2			Rectangle	4039		1	2	3		
30020309	Internal Trouble	Roland finally got his power back. He managed to go around Nithart's surveillance network and sneaked into the core power room of Golden Vortex...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020309					4	1							2			Rectangle	4040		1	2	3		
30020310	Reverse Invasion	In order to find Roland's whereabouts, Nanami hacked into the guards' internal network. But Nithart saw it all...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020310					4	1							2			Rectangle	4041		1	2	3		
30020311	Hidden Entrance	With the construction blueprint at hand, they managed to arrive at the entrance to the Queen's palace within an hour.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>			101					1								1			0																									3							30020311					4	1							2			Rectangle	4042		1	2	3		
30020312	Exploration 13	This is the Exploration mode.			101					1								1			0																									3							30020312					4	1							2			Rectangle	4043		1	2	3		
30020313	Exploration 14	This is the Exploration mode.			101					1								1			0																									3							30020313					4	1							2			Rectangle	4044		1	2	3		
30020314	Exploration 15	This is the Exploration mode.			101					1								1			0																									3							30020314					4	1							2			Rectangle	4045		1	2	3		
30020315	Exploration 16	This is the Exploration mode.			101					1								1			0																									3							30020315					4	1							2			Rectangle	4046		1	2	3		
30020316	Exploration 17	This is the Exploration mode.			101					1								1			0																									3							30020316					4	1							2			Rectangle	4047		1	2	3		
30020401	The Queen's Fury	The Golden Queen was infuriated by the allegation. She decided to no longer care about the commandant's safety...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020401					4	1							2			Rectangle	4048		1	2	3		
30020402	Traitor	One traitor, one key. The conflict between Golden Queen and Gray Raven intensified...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020402					4	1							2			Rectangle	4049		1	2	3		
30020403	Puppet	To get back to the commandant, Karenina must break through the guards without consuming too much energy.<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020403					4	1							2			Rectangle	4050		1	2	3		
30020404	Duet	Gray Raven used the secret passage to lose the royal guards, but they were also separated from Nanami…<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020404					4	1							2			Rectangle	4051		1	2	3		
30020405	Tearing Metal	Golden Queen prepared special guards catering to the characteristics of Bianca's Construct...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020405					4	1							2			Rectangle	4052		1	2	3		
30020406	Anti-Virus	To slow down the contamination of Punishing Virus in the power system, Kamui needed to run the anti-virus program first...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020406					4	1							2			Rectangle	4053		1	2	3		
30020407	Two-Way Door	The evacuation would last approximately 2 hours. Karenina and Lee's cross-force collaboration would determine the fate of all Constructs...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020407					4	1							2			Rectangle	4054		1	2	3		
30020408	Peak Extermination	The power system had collapsed for 90 minutes. Gray Raven and other Constructs arrived at the evacuation point, but Golden Queen followed them...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020408					4	1							2			Rectangle	4055		1	2	3		
30020409	Golden Pinnacle	The evening had arrived. Gray Raven faced Golden Queen's final resort...<color=#0e70bd>\nTeam BP Limit: 6000             Required units: 1</color>			101					1								1			0																									3							30020409					4	1							2			Rectangle	4056		1	2	3		
30020410	Exploration 18	This is the Exploration mode.			101					1								1			0																									3							30020410					4	1							2			Rectangle	4057		1	2	3		
30020411	Exploration 19	This is the Exploration mode.			101					1								1			0																									3							30020411					4	1							2			Rectangle	4058		1	2	3		
30020412	Exploration 20	This is the Exploration mode.			101					1								1			0																									3							30020412					4	1							2			Rectangle	4059		1	2	3		
30020413	Exploration 21	This is the Exploration mode.			101					1								1			0																									3							30020413					4	1							2			Rectangle	4060		1	2	3		
30020414	Exploration 22	This is the Exploration mode.			101					1								1			0																									3							30020414					4	1							2			Rectangle	4061		1	2	3		
30020415	Exploration 23	This is the Exploration mode.			101					1								1			0																									3							30020415					4	1							2			Rectangle	4062		1	2	3		
30020416	Exploration 24	This is the Exploration mode.			101					1								1			0																									3							30020416					4	1							2			Rectangle	4063		1	2	3		
30100103	Basic Dodge	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics1.png		101					1			2					1			0										30100103		30100103													3	Pay attention to the tutorial tips.	Use the Dodge techniques.								1		4	1	4000												1	2	3		
30100203	Extreme Dodge	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics2.png		101					1			2					2			0					30100103					30100203		30100203													3	Pay attention to the tutorial tips.	Use the Dodge techniques.								1		4	1	4000											1	1	2	3		
30100303	Swap Dodge	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics3.png		101					1			2					3			0					30100203					30100303		30100303													3	Pay attention to the tutorial tips.	Use the Dodge techniques.								1		4	1	4001	4002	4000									1	1	2	3		
30100503	QTE Skill	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics4.png		101					1			2					1			0					30100303					30100503		30100503													3	Pay attention to the tutorial tips.	Understand how 3-ping QTE Skill works.								1		4	1	4000	4100	4101									1	1	2	3		
30100504	Ping Techniques	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics5.png		101					1			2					2			0					30100503					30100504		30100504													3	Pay attention to the tutorial tips.	Understand how 3-ping works.								1		4	1	4001											1	1	2	3		
30100704	Construct Type	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics6.png		101					1			2					3			0					30100504					30100704		30100704													3	Pay attention to the tutorial tips.	Understand different Construct types.								1		4	1	4003	4004	4002									1	1	2	3		
30100701	Attacker Tutorial	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics4.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.									1		4	1													1	2	3		
30100702	Support Tutorial	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics5.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.									1		4	1													1	2	3		
30100703	Tank Tutorial	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics6.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.									1		4	1													1	2	3		
30100801	Lotus	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100801			1		4	1	4000												1	2	3		
30100802	Eclipse	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100802			1		4	1	4001												1	2	3		
30100803	Storm	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100803			1		4	1	4002												1	2	3		
30100804	Palefire	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100804			1		4	1	4005												1	2	3		
30100805	Blast	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100805			1		4	1	4006												1	2	3		
30100806	Zero	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100806			1		4	1	4007												1	2	3		
30100807	Nightblade	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100807			1		4	1	4008												1	2	3		
30100808	Bastion	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100808			1		4	1	4009												1	2	3		
30100809	Dawn	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100809			1		4	1	4003												1	2	3		
30100810	Lux	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100810			1		4	1	4004												1	2	3		
30100811	Tenebrion	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100811			1		4	1	4010												1	2	3		
30100812	Luminance	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100812			1		4	1	4011												1	2	3		
30100813	Entropy	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100813			1		4	1	4012												1	2	3		
30100814	Ember	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100814			1		4	1	4013												1	2	3		
30100815	Pulse	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100815			1		4	1	4014												1	2	3		
30100816	Crimson Abyss	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100816			1		4	1	4015												1	2	3		
30100817	Brilliance	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100817			1		4	1	4017												1	2	3		
30100818	Astral	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100818			1		4	1	4016												1	2	3		
30100819	Veritas	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100819			1		4	1	4018												1	2	3		
30100820	Silverfang	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100820			1		4	1	4019												1	2	3		
30100821	Arclight	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100821			1		4	1	8020												1	2	3		
30100822	Plume	Tutorial Stage	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png		101					1			2					1			0										30100801		30100801													3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.					30100822			1		4	1	4020												1	2	3		
20000101	Osiris - Stable	Osiris is a mechanically restored incarnation of the lost desert culture. It has also inherited the cutting edge technologies in this area, particularly in the usage of light and wind energy.			111					1								1	50	1	0		50	20					1	200101025		201101					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000102	Osiris - Overload	Osiris is a mechanically restored incarnation of the lost desert culture. It has also inherited the cutting edge technologies in this area, particularly in the usage of light and wind energy.			111					1								2	60	1	0		50	20					2	200101026		201102					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000103	Osiris - Haywire	Osiris is a mechanically restored incarnation of the lost desert culture. It has also inherited the cutting edge technologies in this area, particularly in the usage of light and wind energy.			111					1								3	70	1	0		60	20					3	200101027		201103					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000104	Osiris - Berserk	Osiris is a mechanically restored incarnation of the lost desert culture. It has also inherited the cutting edge technologies in this area, particularly in the usage of light and wind energy.			111					1								4	80	1	0		60	20					4	200101028		201104					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000105	Osiris - Overclock	Osiris is a mechanically restored incarnation of the lost desert culture. It has also inherited the cutting edge technologies in this area, particularly in the usage of light and wind energy.			111					1								5	80	1	0		60	20					4	200101028		201104					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000201	Assault Fort - Stable	Once a large scale building robot for cities, but after a military refit, it has been used for combat near the CPF. Corrupted eventually when humans left Earth.			111					1								1	50	1	0		50	20					1	200101025		201101					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000202	Assault Fort - Overload	Once a large scale building robot for cities, but after a military refit, it has been used for combat near the CPF. Corrupted eventually when humans left Earth.			111					1								2	60	1	0		50	20					2	200101026		201102					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000203	Assault Fort - Haywire	Once a large scale building robot for cities, but after a military refit, it has been used for combat near the CPF. Corrupted eventually when humans left Earth.			111					1								3	70	1	0		60	20					3	200101027		201103					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000204	Assault Fort - Berserk	Once a large scale building robot for cities, but after a military refit, it has been used for combat near the CPF. Corrupted eventually when humans left Earth.			111					1								4	80	1	0		60	20					4	200101028		201104					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000301	Sister - Stable	When religions lost their appeal, churches started to use bionic robots to preach instead of humans. The "Sister" is still performing her duties.			111					1								1	50	1	0		50	20					1	200101025		201101					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000302	Sister - Overload	When religions lost their appeal, churches started to use bionic robots to preach instead of humans. The "Sister" is still performing her duties.			111					1								2	60	1	0		50	20					2	200101026		201102					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
20000303	Sister - Haywire	When religions lost their appeal, churches started to use bionic robots to preach instead of humans. The "Sister" is still performing her duties.			111					1								3	70	1	0		60	20					3	200101027		201103					20	50	3						1	3												4	1							2			Rectangle			1	2	3		
