Id	StageId	MaxLevel	RecommendationLevel	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
5350	30090213	69	65	100701080	2100240	100708	2100240	197	143	112
5351	30090214	69	65	100701090	2100250	100709	2100250	257	149	116
5352	30090215	69	65	100701100	2100260	100710	2100260	322	155	121
5353	30090211	120	80	100701060	2100220	100706	2100220	135	188	147
5354	30090212	120	80	100701070	2100230	100707	2100230	207	195	152
5355	30090213	120	80	100701080	2100240	100708	2100240	286	202	158
5356	30090214	120	80	100701090	2100250	100709	2100250	370	209	164
5357	30090215	120	80	100701100	2100260	100710	2100260	413	217	169
5358	30090221	54	50	100701110	2100220	100711	2100220	69	75	59
5359	30090222	54	50	100701120	2100230	100712	2100230	88	77	60
5360	30090223	54	50	100701100	2100240	100710	2100240	109	79	62
5361	30090224	54	50	100701110	2100250	100711	2100250	151	88	69
5362	30090225	54	50	100701120	2100260	100712	2100260	200	96	76
5363	30090221	69	65	100701110	2100220	100711	2100220	99	130	102
5364	30090222	69	65	100701120	2100230	100712	2100230	148	136	107
5365	30090223	69	65	100701100	2100240	100710	2100240	197	143	112
5366	30090224	69	65	100701110	2100250	100711	2100250	257	149	116
5367	30090225	69	65	100701120	2100260	100712	2100260	322	155	121
5368	30090221	120	80	100701110	2100220	100711	2100220	135	188	147
5369	30090222	120	80	100701120	2100230	100712	2100230	207	195	152
5370	30090223	120	80	100701100	2100240	100710	2100240	286	202	158
5371	30090224	120	80	100701110	2100250	100711	2100250	370	209	164
5372	30090225	120	80	100701120	2100260	100712	2100260	413	217	169
5373	30090401	54	50	2101011	2101010	210101	2101010	162	100	79
5374	30090402	54	50	2101021	2101020	210102	2101020	162	100	79
5375	30090403	54	50	2101031	2101030	210103	2101030	162	100	79
5376	30090404	54	50	2101041	2101040	210104	2101040	162	100	79
5377	30090411	54	50	2101051	2101050	210105	2101050	162	100	79
5378	30090412	54	50	2101061	2101060	210106	2101060	195	121	94
5379	30090413	54	50	2101071	2101070	210107	2101070	195	121	94
5380	30090414	54	50	2101081	2101080	210108	2101080	195	121	94
5381	30090401	69	65	2101011	2101010	210101	2101010	272	168	131
5382	30090402	69	65	2101021	2101020	210102	2101020	272	168	131
5383	30090403	69	65	2101031	2101030	210103	2101030	272	168	131
5384	30090404	69	65	2101041	2101040	210104	2101040	272	168	131
5385	30090411	69	65	2101051	2101050	210105	2101050	272	168	131
5386	30090412	69	65	2101061	2101060	210106	2101060	322	199	155
5387	30090413	69	65	2101071	2101070	210107	2101070	322	199	155
5388	30090414	69	65	2101081	2101080	210108	2101080	322	199	155
5389	30090401	120	80	2101011	2101010	210101	2101010	372	230	179
5390	30090402	120	80	2101021	2101020	210102	2101020	372	230	179
5391	30090403	120	80	2101031	2101030	210103	2101030	372	230	179
5392	30090404	120	80	2101041	2101040	210104	2101040	372	230	179
5393	30090411	120	80	2101051	2101050	210105	2101050	372	230	179
5394	30090412	120	80	2101061	2101060	210106	2101060	425	262	205
5395	30090413	120	80	2101071	2101070	210107	2101070	425	262	205
5396	30090414	120	80	2101081	2101080	210108	2101080	425	262	205
5397	10090102	54	50	100801010	10090101	100801	10090101	185	150	115
5398	10090103	54	50	100801020	10090102	100802	10090102	185	150	115
5399	10090201	54	50	100801040	10090104	100804	10090104	185	150	115
5400	10090203	54	50	100801060	10090106	100806	10090106	185	150	115
5401	10090204	54	50	100801070	10090107	100807	10090107	185	150	115
5402	10090301	54	50	100801080	10090108	100808	10090108	185	150	115
5403	10090302	54	50	100801090	10090109	100809	10090109	185	150	115
5404	10090303	54	50	100801100	10090110	100810	10090110	185	150	115
5405	10090304	54	50	100801110	10090111	100811	10090111	185	150	115
5406	10090102	120	75	100801010	10090101	100801	10090101	370	300	230
5407	10090103	120	75	100801020	10090102	100802	10090102	370	300	230
5408	10090104	120	75	100801030	10090103	100803	10090103	370	300	230
5409	10090201	120	75	100801040	10090104	100804	10090104	370	300	230
5410	10090202	120	75	100801050	10090105	100805	10090105	370	300	230
5411	10090203	120	75	100801060	10090106	100806	10090106	370	300	230
5412	10090204	120	75	100801070	10090107	100807	10090107	370	300	230
5413	10090301	120	75	100801080	10090108	100808	10090108	370	300	230
5414	10090302	120	75	100801090	10090109	100809	10090109	370	300	230
5415	10090303	120	75	100801100	10090110	100810	10090110	370	300	230
5416	10090304	120	75	100801110	10090111	100811	10090111	370	300	230
5417	10090401	120	75	100801120	10090112	100812	10090112	370	300	230
5418	11090101	120	75	110801040	11090101	110804	11090101	370	300	230
5419	11090102	120	75	110801050	11090102	110805	11090102	370	300	230
5420	11090103	120	75	110801060	11090103	110806	11090103	370	250	230
5421	30090431	49	45	100701010	2101090	100701	2101090	138	75	59
5422	30090432	49	45	100701020	2101100	100702	2101100	177	77	60
5423	30090433	49	45	100701030	2101110	100703	2101110	218	79	62
5424	30090434	49	45	100701040	2101120	100704	2101120	303	88	69
5425	30090435	49	45	100701050	2101130	100705	2101130	400	96	76
5426	30090431	59	55	100701010	2101090	100701	2101090	177	127	100
5427	30090432	59	55	100701020	2101100	100702	2101100	277	133	104
5428	30090433	59	55	100701030	2101110	100703	2101110	385	139	109
5429	30090434	59	55	100701040	2101120	100704	2101120	501	145	113
5430	30090435	59	55	100701050	2101130	100705	2101130	625	150	118
5431	30090431	69	65	100701010	2101090	100701	2101090	219	158	123
5432	30090432	69	65	100701020	2101100	100702	2101100	342	164	128
5433	30090433	69	65	100701030	2101110	100703	2101110	474	171	133
5434	30090434	69	65	100701040	2101120	100704	2101120	615	177	139
5435	30090435	69	65	100701050	2101130	100705	2101130	765	184	144
5436	30090431	120	75	100701010	2101090	100701	2101090	261	188	147
5437	30090432	120	75	100701020	2101100	100702	2101100	406	195	152
5438	30090433	120	75	100701030	2101110	100703	2101110	561	202	158
5439	30090434	120	75	100701040	2101120	100704	2101120	726	209	164
5440	30090435	120	75	100701050	2101130	100705	2101130	901	217	169
5441	30090307	49	45		30090307		30090307	277	222	178
5442	30090308	49	45		30090308		30090308	277	222	178
5443	30090309	49	45		30090309		30090309	277	222	178
5444	30090310	49	45		30090310		30090310	277	222	178
5445	30090311	49	45		30090311		30090311	277	222	178
5446	30090312	49	45		30090312		30090312	277	222	178
5447	30090313	49	45		30090313		30090313	277	222	178
5448	30090314	49	45		30090314		30090314	277	222	178
5449	30090315	49	45		30090315		30090315	277	222	178
5450	30090316	49	45		30090316		30090316	277	222	178
5451	30090317	49	45		30090317		30090317	277	222	178
5452	30090318	49	45		30090318		30090318	277	222	178
5453	30090307	59	55		30090307		30090307	361	289	232
5454	30090308	59	55		30090308		30090308	361	289	232
5455	30090309	59	55		30090309		30090309	361	289	232
5456	30090310	59	55		30090310		30090310	361	289	232
5457	30090311	59	55		30090311		30090311	361	289	232
5458	30090312	59	55		30090312		30090312	361	289	232
5459	30090313	59	55		30090313		30090313	361	289	232
5460	30090314	59	55		30090314		30090314	361	289	232
5461	30090315	59	55		30090315		30090315	361	289	232
5462	30090316	59	55		30090316		30090316	361	289	232
5463	30090317	59	55		30090317		30090317	361	289	232
5464	30090318	59	55		30090318		30090318	361	289	232
5465	30090307	69	65		30090307		30090307	474	380	304
5466	30090308	69	65		30090308		30090308	474	380	304
5467	30090309	69	65		30090309		30090309	474	380	304
5468	30090310	69	65		30090310		30090310	474	380	304
5469	30090311	69	65		30090311		30090311	474	380	304
5470	30090312	69	65		30090312		30090312	474	380	304
5471	30090313	69	65		30090313		30090313	474	380	304
5472	30090314	69	65		30090314		30090314	474	380	304
5473	30090315	69	65		30090315		30090315	474	380	304
5474	30090316	69	65		30090316		30090316	474	380	304
5475	30090317	69	65		30090317		30090317	474	380	304
5476	30090318	69	65		30090318		30090318	474	380	304
5477	30090307	79	75		30090307		30090307	531	425	341
5478	30090308	79	75		30090308		30090308	531	425	341
5479	30090309	79	75		30090309		30090309	531	425	341
5480	30090310	79	75		30090310		30090310	531	425	341
5481	30090311	79	75		30090311		30090311	531	425	341
5482	30090312	79	75		30090312		30090312	531	425	341
5483	30090313	79	75		30090313		30090313	531	425	341
5484	30090314	79	75		30090314		30090314	531	425	341
5485	30090315	79	75		30090315		30090315	531	425	341
5486	30090316	79	75		30090316		30090316	531	425	341
5487	30090317	79	75		30090317		30090317	531	425	341
5488	30090318	79	75		30090318		30090318	531	425	341
5489	30090307	120	80		30090307		30090307	618	494	396
5490	30090308	120	80		30090308		30090308	618	494	396
5491	30090309	120	80		30090309		30090309	618	494	396
5492	30090310	120	80		30090310		30090310	618	494	396
5493	30090311	120	80		30090311		30090311	618	494	396
5494	30090312	120	80		30090312		30090312	618	494	396
5495	30090313	120	80		30090313		30090313	618	494	396
5496	30090314	120	80		30090314		30090314	618	494	396
5497	30090315	120	80		30090315		30090315	618	494	396
5498	30090316	120	80		30090316		30090316	618	494	396
5499	30090317	120	80		30090317		30090317	618	494	396
5500	30090318	120	80		30090318		30090318	618	494	396
5501	30090106	54	50	2100223	2100221	210022	2100221	195	121	94
5502	30090106	69	65	2100223	2100221	210022	2100221	322	199	155
5503	30090106	120	80	2100223	2100221	210022	2100221	425	262	205
5504	30090306	54	50	2100224	2100222	210023	2100222	195	121	94
5505	30090306	69	65	2100224	2100222	210023	2100222	322	199	155
5506	30090306	120	80	2100224	2100222	210023	2100222	425	262	205
5507	30090405	54	50	2101021	2101140	210109	2101140	195	121	94
5508	30090405	69	65	2101021	2101140	210109	2101140	322	199	155
5509	30090405	120	80	2101021	2101140	210109	2101140	425	262	205
5510	30090406	54	50	2101021	2101150	210110	2101150	195	121	94
5511	30090406	69	65	2101021	2101150	210110	2101150	322	199	155
5512	30090406	120	80	2101021	2101150	210110	2101150	425	262	205
5513	30090407	54	50	2101021	2101160	210111	2101160	195	121	94
5514	30090407	69	65	2101021	2101160	210111	2101160	322	199	155
5515	30090407	120	80	2101021	2101160	210111	2101160	425	262	205
5516	30090501	49	45	2102011		210201		369	214	171
5517	30090501	59	55	2102011		210201		481	279	222
5518	30090501	69	65	2102011		210201		617	358	285
5519	30090501	79	75	2102011		210201		681	395	314
5520	30090501	120	80	2102011		210201		785	455	362
5521	30090502	49	45	2102021		210201		369	214	171
5522	30090502	59	55	2102021		210201		481	279	222
5523	30090502	69	65	2102021		210201		617	358	285
5524	30090502	79	75	2102021		210201		681	395	314
5525	30090502	120	80	2102021		210201		785	455	362
5526	30090503	49	45	2102031		210201		369	214	171
5527	30090503	59	55	2102031		210201		481	279	222
5528	30090503	69	65	2102031		210201		617	358	285
5529	30090503	79	75	2102031		210201		681	395	314
5530	30090503	120	80	2102031		210201		785	455	362
5531	30090504	49	45	2102041		210201		369	214	171
5532	30090504	59	55	2102041		210201		481	279	222
5533	30090504	69	65	2102041		210201		617	358	285
5534	30090504	79	75	2102041		210201		681	395	314
5535	30090504	120	80	2102041		210201		785	455	362
5536	30090505	49	45	2102051		210201		369	214	171
5537	30090505	59	55	2102051		210201		481	279	222
5538	30090505	69	65	2102051		210201		617	358	285
5539	30090505	79	75	2102051		210201		681	395	314
5540	30090505	120	80	2102051		210201		785	455	362
5541	30090506	49	45	2102061		210206		369	214	171
5542	30090506	59	55	2102061		210206		481	279	222
5543	30090506	69	65	2102061		210206		617	358	285
5544	30090506	79	75	2102061		210206		681	395	314
5545	30090506	120	80	2102061		210206		785	455	362
5546	30090507	49	45	2102071		210206		369	214	171
5547	30090507	59	55	2102071		210206		481	279	222
5548	30090507	69	65	2102071		210206		617	358	285
5549	30090507	79	75	2102071		210206		681	395	314
5550	30090507	120	80	2102071		210206		785	455	362
5551	30090508	49	45	2102081		210206		369	214	171
5552	30090508	59	55	2102081		210206		481	279	222
5553	30090508	69	65	2102081		210206		617	358	285
5554	30090508	79	75	2102081		210206		681	395	314
5555	30090508	120	80	2102081		210206		785	455	362
5556	30090509	49	45	2102091		210206		369	214	171
5557	30090509	59	55	2102091		210206		481	279	222
5558	30090509	69	65	2102091		210206		617	358	285
5559	30090509	79	75	2102091		210206		681	395	314
5560	30090509	120	80	2102091		210206		785	455	362
5561	30090510	49	45	2102101		210206		369	214	171
5562	30090510	59	55	2102101		210206		481	279	222
5563	30090510	69	65	2102101		210206		617	358	285
5564	30090510	79	75	2102101		210206		681	395	314
5565	30090510	120	80	2102101		210206		785	455	362
5566	30090511	49	45	2102111		210211		258	149	119
5567	30090511	59	55	2102111		210211		336	195	155
5568	30090511	69	65	2102111		210211		431	250	199
5569	30090511	79	75	2102111		210211		476	276	219
5570	30090511	120	80	2102111		210211		549	318	253
5571	30090512	49	45	2102121		210212		258	149	119
5572	30090512	59	55	2102121		210212		336	195	155
5573	30090512	69	65	2102121		210212		431	250	199
5574	30090512	79	75	2102121		210212		476	276	219
5575	30090512	120	80	2102121		210212		549	318	253
5576	10100102	54	50	100801020	10100102	100802	10100102	240	150	115
5577	10100103	54	50	100801030	10100103	100803	10100103	240	150	115
5578	10100104	54	50	100801040	10100104	100804	10100104	240	150	115
5579	10100201	54	50	100801050	10100105	100805	10100105	240	150	115
5580	10100202	54	50	100801060	10100106	100806	10100106	240	150	115
5581	10100302	54	50	100801100	10100110	100810	10100110	240	150	115
5582	10100303	54	50	100801090	10100111	100809	10100111	240	150	115
5583	10100304	54	50	100801100	10100112	100810	10100112	240	150	115
5584	10100102	120	75	100801020	10100102	100802	10100102	420	270	230
5585	10100103	120	75	100801030	10100103	100803	10100103	420	270	230
5586	10100104	120	75	100801040	10100104	100804	10100104	420	270	230
5587	10100201	120	75	100801050	10100105	100805	10100105	420	270	230
5588	10100202	120	75	100801060	10100106	100806	10100106	420	270	230
5589	10100203	120	75	100801070	10100107	100807	10100107	420	270	230
5590	10100204	120	75	100801080	10100108	100808	10100108	420	270	230
5591	10100301	120	75	100801090	10100109	100809	10100109	420	270	230
5592	10100302	120	75	100801100	10100110	100810	10100110	420	270	230
5593	10100303	120	75	100801090	10100111	100809	10100111	420	270	230
5594	10100304	120	75	100801100	10100112	100810	10100112	420	270	230
5595	11100101	54	50	110801010	11100101	110801	11100101	185	150	115
5596	11100101	120	75	110801010	11100101	110801	11100101	370	300	230
5597	11100102	120	75	110801020	11100102	110802	11100102	370	200	150
5598	11100103	120	75	110801030	11100103	110803	11100103	370	250	200
5599	11100104	120	75	110801040	11100104	110804	11100104	370	250	200
5600	11100105	120	75	110801050	11100105	110805	11100105	370	250	200
5601	11100106	120	75	110801060	11100106	110806	11100106	370	250	200
5602	30001101	49	45	100701010	2102110	100701	2102110	138	75	59
5603	30001102	49	45	100701020	2102120	100702	2102120	177	77	60
5604	30001103	49	45	100701030	2102130	100703	2102130	218	79	62
5605	30001104	49	45	100701040	2102140	100704	2102140	303	88	69
5606	30001105	49	45	100701050	2102150	100705	2102150	400	96	76
5607	30001101	59	55	100701010	2102110	100701	2102110	177	127	100
5608	30001102	59	55	100701020	2102120	100702	2102120	277	133	104
5609	30001103	59	55	100701030	2102130	100703	2102130	385	139	109
5610	30001104	59	55	100701040	2102140	100704	2102140	501	145	113
5611	30001105	59	55	100701050	2102150	100705	2102150	625	150	118
5612	30001101	69	65	100701010	2102110	100701	2102110	219	158	123
5613	30001102	69	65	100701020	2102120	100702	2102120	342	164	128
5614	30001103	69	65	100701030	2102130	100703	2102130	474	171	133
5615	30001104	69	65	100701040	2102140	100704	2102140	615	177	139
5616	30001105	69	65	100701050	2102150	100705	2102150	765	184	144
5617	30001101	120	75	100701010	2102110	100701	2102110	261	188	147
5618	30001102	120	75	100701020	2102120	100702	2102120	406	195	152
5619	30001103	120	75	100701030	2102130	100703	2102130	561	202	158
5620	30001104	120	75	100701040	2102140	100704	2102140	726	209	164
5621	30001105	120	75	100701050	2102150	100705	2102150	901	217	169
5622	10110104	49	50	100801030	10090103	100803	10090103	216	135	103
5623	10110106	49	50	100801050	10090105	100805	10090105	216	135	103
5624	10110109	49	50	100801060	10090106	100806	10090106	216	135	103
5625	10110112	49	50	100801070	10090107	100807	10090107	300	135	103
5626	10110104	57	65	100801030	10090103	100803	10090103	324	202	154
5627	10110106	57	65	100801050	10090105	100805	10090105	324	202	154
5628	10110109	57	65	100801060	10090106	100806	10090106	324	202	154
5629	10110112	57	65	100801070	10090107	100807	10090107	400	202	154
5630	10110102	120	75	100801010	10090101	100801	10090101	420	320	230
5631	10110104	120	75	100801030	10090103	100803	10090103	420	320	230
5632	10110105	120	75	100801040	10090104	100804	10090104	420	480	230
5633	10110106	120	75	100801050	10090105	100805	10090105	420	320	230
5634	10110107	120	75	100801060	10090106	100806	10090106	420	320	230
5635	10110108	120	75	100801070	10090107	100807	10090107	420	320	230
5636	10110109	120	75	100801060	10090106	100806	10090106	420	320	230
5637	10110112	120	75	100801070	10090107	100807	10090107	550	320	230
5638	11110100	120	75	110801010	11110101	110801	11110101	420	320	230
5639	11110101	120	75	110801020	11110102	110802	11110102	420	320	230
5640	11110102	120	75	110801030	11110103	110803	11110103	420	320	230
5641	11110103	120	75	110801040	11110104	110804	11110104	420	320	230
5642	11110104	120	75	110801050	11110105	110805	11110105	420	320	230
5643	30090531	49	45	2104011		210401		199	115	91
5644	30090531	59	55	2104011		210401		312	181	144
5645	30090531	69	65	2104011		210401		431	250	199
5646	30090531	79	75	2104011		210401		510	296	235
5647	30090531	120	80	2104011		210401		706	409	325
5648	30090532	49	45	2104021		210401		199	115	91
5649	30090532	59	55	2104021		210401		312	181	144
5650	30090532	69	65	2104021		210401		431	250	199
5651	30090532	79	75	2104021		210401		510	296	235
5652	30090532	120	80	2104021		210401		706	409	325
5653	30090533	49	45	2104031		210401		199	115	91
5654	30090533	59	55	2104031		210401		312	181	144
5655	30090533	69	65	2104031		210401		431	250	199
5656	30090533	79	75	2104031		210401		510	296	235
5657	30090533	120	80	2104031		210401		706	409	325
5658	30090534	49	45	2104041		210401		199	115	91
5659	30090534	59	55	2104041		210401		312	181	144
5660	30090534	69	65	2104041		210401		431	250	199
5661	30090534	79	75	2104041		210401		510	296	235
5662	30090534	120	80	2104041		210401		706	409	325
5663	30090535	49	45	2104051		210401		199	115	91
5664	30090535	59	55	2104051		210401		312	181	144
5665	30090535	69	65	2104051		210401		431	250	199
5666	30090535	79	75	2104051		210401		510	296	235
5667	30090535	120	80	2104051		210401		706	409	325
5668	30090536	49	45	2104061		210402		199	115	91
5669	30090536	59	55	2104061		210402		312	181	144
5670	30090536	69	65	2104061		210402		431	250	199
5671	30090536	79	75	2104061		210402		510	296	235
5672	30090536	120	80	2104061		210402		706	409	325
5673	30090537	49	45	2104071		210402		199	115	91
5674	30090537	59	55	2104071		210402		312	181	144
5675	30090537	69	65	2104071		210402		431	250	199
5676	30090537	79	75	2104071		210402		510	296	235
5677	30090537	120	80	2104071		210402		706	409	325
5678	30090538	49	45	2104081		210402		199	115	91
5679	30090538	59	55	2104081		210402		312	181	144
5680	30090538	69	65	2104081		210402		431	250	199
5681	30090538	79	75	2104081		210402		510	296	235
5682	30090538	120	80	2104081		210402		706	409	325
5683	30090539	49	45	2104091		210402		199	115	91
5684	30090539	59	55	2104091		210402		312	181	144
5685	30090539	69	65	2104091		210402		431	250	199
5686	30090539	79	75	2104091		210402		510	296	235
5687	30090539	120	80	2104091		210402		706	409	325
5688	30090540	49	45	2104101		210402		199	115	91
5689	30090540	59	55	2104101		210402		312	181	144
5690	30090540	69	65	2104101		210402		431	250	199
5691	30090540	79	75	2104101		210402		510	296	235
5692	30090540	120	80	2104101		210402		706	409	325
5693	30090541	49	45	2104111		210411		199	115	91
5694	30090541	59	55	2104111		210411		312	181	144
5695	30090541	69	65	2104111		210411		431	250	199
5696	30090541	79	75	2104111		210411		510	296	235
5697	30090541	120	80	2104111		210411		706	409	325
5698	30150101	59	55					289	185	140
5699	30150102	59	55					289	185	140
5700	30150103	59	55					289	185	140
5701	30150104	59	55					289	185	140
5702	30150105	59	55					332	231	175
5703	30150106	59	55					332	231	175
5704	30150107	59	55					332	231	175
5705	30150108	59	55					332	231	175
5706	30150109	59	55					381	288	218
5707	30150110	59	55					381	288	218
5708	30150111	59	55					381	288	218
5709	30150112	59	55					381	288	218
5710	30150113	59	55					438	360	272
5711	30150114	59	55					438	360	272
5712	30150115	59	55					438	360	272
5713	30150116	59	55					438	360	272
5714	30150117	59	55					503	450	340
5715	30150118	59	55					503	450	340
5716	30150119	59	55					503	450	340
5717	30150120	59	55					503	450	340
5718	30150101	69	55					387	248	186
5719	30150102	69	55					387	248	186
5720	30150103	69	55					387	248	186
5721	30150104	69	55					387	248	186
5722	30150105	69	55					445	310	232
5723	30150106	69	55					445	310	232
5724	30150107	69	55					445	310	232
5725	30150108	69	55					445	310	232
5726	30150109	69	55					511	387	290
5727	30150110	69	55					511	387	290
5728	30150111	69	55					511	387	290
5729	30150112	69	55					511	387	290
5730	30150113	69	55					587	483	362
5731	30150114	69	55					587	483	362
5732	30150115	69	55					587	483	362
5733	30150116	69	55					587	483	362
5734	30150117	69	55					675	603	452
5735	30150118	69	55					675	603	452
5736	30150119	69	55					675	603	452
5737	30150120	69	55					675	603	452
5738	30150101	79	75					477	305	230
5739	30150102	79	75					477	305	230
5740	30150103	79	75					477	305	230
5741	30150104	79	75					477	305	230
5742	30150105	79	75					548	381	287
5743	30150106	79	75					548	381	287
5744	30150107	79	75					548	381	287
5745	30150108	79	75					548	381	287
5746	30150109	79	75					630	476	358
5747	30150110	79	75					630	476	358
5748	30150111	79	75					630	476	358
5749	30150112	79	75					630	476	358
5750	30150113	79	75					724	595	447
5751	30150114	79	75					724	595	447
5752	30150115	79	75					724	595	447
5753	30150116	79	75					724	595	447
5754	30150117	79	75					832	743	558
5755	30150118	79	75					832	743	558
5756	30150119	79	75					832	743	558
5757	30150120	79	75					832	743	558
5758	30150101	120	80					556	356	268
5759	30150102	120	80					556	356	268
5760	30150103	120	80					556	356	268
5761	30150104	120	80					556	356	268
5762	30150105	120	80					639	445	335
5763	30150106	120	80					639	445	335
5764	30150107	120	80					639	445	335
5765	30150108	120	80					639	445	335
5766	30150109	120	80					734	556	418
5767	30150110	120	80					734	556	418
5768	30150111	120	80					734	556	418
5769	30150112	120	80					734	556	418
5770	30150113	120	80					844	695	522
5771	30150114	120	80					844	695	522
5772	30150115	120	80					844	695	522
5773	30150116	120	80					844	695	522
5774	30150117	120	80					970	868	652
5775	30150118	120	80					970	868	652
5776	30150119	120	80					970	868	652
5777	30150120	120	80					970	868	652
5778	30150121	59	55					289	185	140
5779	30150122	59	55					289	185	140
5780	30150123	59	55					332	231	175
5781	30150124	59	55					332	231	175
5782	30150125	59	55					381	288	218
5783	30150126	59	55					381	288	218
5784	30150127	59	55					438	360	272
5785	30150128	59	55					438	360	272
5786	30150129	59	55					503	450	340
5787	30150130	59	55					503	450	340
5788	30150121	69	65					387	248	186
5789	30150122	69	65					387	248	186
5790	30150123	69	65					445	310	232
5791	30150124	69	65					445	310	232
5792	30150125	69	65					511	387	290
5793	30150126	69	65					511	387	290
5794	30150127	69	65					587	483	362
5795	30150128	69	65					587	483	362
5796	30150129	69	65					675	603	452
5797	30150130	69	65					675	603	452
5798	30150121	79	75					477	305	230
5799	30150122	79	75					477	305	230
5800	30150123	79	75					548	381	287
5801	30150124	79	75					548	381	287
5802	30150125	79	75					630	476	358
5803	30150126	79	75					630	476	358
5804	30150127	79	75					724	595	447
5805	30150128	79	75					724	595	447
5806	30150129	79	75					832	743	558
5807	30150130	79	75					832	743	558
5808	30150121	120	80					556	356	268
5809	30150122	120	80					556	356	268
5810	30150123	120	80					639	445	335
5811	30150124	120	80					639	445	335
5812	30150125	120	80					734	556	418
5813	30150126	120	80					734	556	418
5814	30150127	120	80					844	695	522
5815	30150128	120	80					844	695	522
5816	30150129	120	80					970	868	652
5817	30150130	120	80					970	868	652
5818	30150146	59	55					381	288	218
5819	30150147	59	55					438	360	272
5820	30150148	59	55					503	450	340
5821	30150146	69	65					511	387	290
5822	30150147	69	65					587	483	362
5823	30150148	69	65					675	603	452
5824	30150146	79	75					630	476	358
5825	30150147	79	75					724	595	447
5826	30150148	79	75					832	743	558
5827	30150146	120	80					734	556	418
5828	30150147	120	80					844	695	522
5829	30150148	120	80					970	868	652
5830	30150131	59	55					289	185	140
5831	30150132	59	55					332	231	175
5832	30150133	59	55					381	277	210
5833	30150134	59	55					438	323	245
5834	30150135	59	55					503	370	280
5835	30150131	69	65					387	248	186
5836	30150132	69	65					445	310	232
5837	30150133	69	65					511	372	279
5838	30150134	69	65					587	434	325
5839	30150135	69	65					675	496	372
5840	30150131	79	75					477	305	230
5841	30150132	79	75					548	381	287
5842	30150133	79	75					630	457	345
5843	30150134	79	75					724	533	402
5844	30150135	79	75					832	610	460
5845	30150131	120	80					556	356	268
5846	30150132	120	80					639	445	335
5847	30150133	120	80					734	534	402
5848	30150134	120	80					844	623	469
5849	30150135	120	80					970	712	536
5850	30150149	59	55					375	240	182
5851	30150150	59	55					375	240	182
5852	30150151	59	55					375	240	182
5853	30150152	59	55					375	240	182
5854	30150153	59	55					431	300	227
5855	30150154	59	55					431	300	227
5856	30150155	59	55					431	300	227
5857	30150156	59	55					431	300	227
5858	30150157	59	55					495	374	283
5859	30150158	59	55					495	374	283
5860	30150159	59	55					495	374	283
5861	30150160	59	55					495	374	283
5862	30150161	59	55					569	468	353
5863	30150162	59	55					569	468	353
5864	30150163	59	55					569	468	353
5865	30150164	59	55					569	468	353
5866	30150165	59	55					653	585	442
5867	30150166	59	55					653	585	442
5868	30150167	59	55					653	585	442
5869	30150168	59	55					653	585	442
5870	30150149	69	55					503	322	241
5871	30150150	69	55					503	322	241
5872	30150151	69	55					503	322	241
5873	30150152	69	55					503	322	241
5874	30150153	69	55					578	403	301
5875	30150154	69	55					578	403	301
5876	30150155	69	55					578	403	301
5877	30150156	69	55					578	403	301
5878	30150157	69	55					664	503	377
5879	30150158	69	55					664	503	377
5880	30150159	69	55					664	503	377
5881	30150160	69	55					664	503	377
5882	30150161	69	55					763	627	470
5883	30150162	69	55					763	627	470
5884	30150163	69	55					763	627	470
5885	30150164	69	55					763	627	470
5886	30150165	69	55					877	783	587
5887	30150166	69	55					877	783	587
5888	30150167	69	55					877	783	587
5889	30150168	69	55					877	783	587
5890	30150149	79	75					620	396	299
5891	30150150	79	75					620	396	299
5892	30150151	79	75					620	396	299
5893	30150152	79	75					620	396	299
5894	30150153	79	75					712	495	373
5895	30150154	79	75					712	495	373
5896	30150155	79	75					712	495	373
5897	30150156	79	75					712	495	373
5898	30150157	79	75					819	618	465
5899	30150158	79	75					819	618	465
5900	30150159	79	75					819	618	465
5901	30150160	79	75					819	618	465
5902	30150161	79	75					941	773	581
5903	30150162	79	75					941	773	581
5904	30150163	79	75					941	773	581
5905	30150164	79	75					941	773	581
5906	30150165	79	75					1081	965	725
5907	30150166	79	75					1081	965	725
5908	30150167	79	75					1081	965	725
5909	30150168	79	75					1081	965	725
5910	30150149	120	80					722	462	348
5911	30150150	120	80					722	462	348
5912	30150151	120	80					722	462	348
5913	30150152	120	80					722	462	348
5914	30150153	120	80					830	578	435
5915	30150154	120	80					830	578	435
5916	30150155	120	80					830	578	435
5917	30150156	120	80					830	578	435
5918	30150157	120	80					954	722	543
5919	30150158	120	80					954	722	543
5920	30150159	120	80					954	722	543
5921	30150160	120	80					954	722	543
5922	30150161	120	80					1097	903	678
5923	30150162	120	80					1097	903	678
5924	30150163	120	80					1097	903	678
5925	30150164	120	80					1097	903	678
5926	30150165	120	80					1261	1128	847
5927	30150166	120	80					1261	1128	847
5928	30150167	120	80					1261	1128	847
5929	30150168	120	80					1261	1128	847
5930	30150169	59	55					375	240	182
5931	30150170	59	55					375	240	182
5932	30150171	59	55					431	300	227
5933	30150172	59	55					431	300	227
5934	30150173	59	55					495	374	283
5935	30150174	59	55					495	374	283
5936	30150175	59	55					569	468	353
5937	30150176	59	55					569	468	353
5938	30150177	59	55					653	585	442
