Id	ChapterId	Order	Name	SubName	Icon	DescTitle	Desc	Condition	UnLockTime	StoryId[0]	StoryId[1]
600601	6006	290	Sands of Infinity				Information saved			1111031	
600801	6008	1	Prelude				Information saved	84600103	2020/5/18 5:02	RG00201BA	
600802	6008	2	Wuming City I				Information saved	84600103	2020/5/18 5:02	RG00202BA	RG00202EA
600803	6008	3	Wuming City II				Information saved	84600103	2020/5/18 5:02	RG00203BA	
600804	6008	4	Wuming City III				Information saved	84600103	2020/5/18 5:02	RG00204BA	RG00204EA
600805	6008	5	Enclave I				Information saved	84600106	2020/5/18 5:02	RG00205BA	RG00205EA
600806	6008	6	Enclave II				Information saved	84600106	2020/5/18 5:02		RG00206EA
600807	6008	7	Enclave III				Information saved	84600106	2020/5/18 5:02		RG00207EA
600808	6008	8	Monastery I				Information saved	84600109	2020/5/18 5:02	RG00208BA	
600809	6008	9	Monastery II				Information saved	84600109	2020/5/18 5:02	RG00209BA	RG00209EA
600810	6008	10	Monastery III				Information saved	84600109	2020/5/18 5:02	RG00210BA	RG00210EA
600811	6008	11	Tower I				Information saved	84600112	2020/5/18 5:02	RG00211BA	
600812	6008	12	Tower II				Information saved	84600112	2020/5/18 5:02	RG00212BA	RG00212EA
600813	6008	13	Tower III				Information saved	84600112	2020/5/18 5:02	RG00213BA	RG00213EA
600814	6008	14	Shipyard I				Information saved	84600115	2020/5/18 5:02	RG00214BA	RG00214EA
600815	6008	15	Shipyard II				Information saved	84600115	2020/5/18 5:02	RG00215BA	
600816	6008	16	Shipyard III				Information saved	84600115	2020/5/18 5:02	RG00216BA	RG00216EA
600901	6009	17	Joint Warfare				Information saved	84600201		HZ00101BA	
601001	6010	18	Prepare for Winter				A secret conversation after a chaotic war.	84600301	2022/1/26 2:00	YR01301BA	
601002	6010	19	Statue				After seizing Huaxu, the Ascendants were preparing for another operation.	84600302	2022/1/26 2:00	YR01302BA	
601101	6011	20	Midnight Sale				There is nothing more expensive than something free... Isn't it?	84600401	2020/7/2 5:02	DW00101BA	DW00101EA
601102	6011	21	The Forsaken and The Festival				This could be the only day worth looking forward to.	84600402	2020/7/2 5:02	DW00102BA	
601103	6011	22	Replacement & Determination				There are two types of things in this world: those can be replaced, and those cannot.	84600403	2020/7/2 5:02	DW00103BA	DW00103EA
601104	6011	23	Resolution				Today is a festival. No one misses out.	84600404	2020/7/2 5:02	DW00104BA	
601105	6011	24	Hometown & "Zongzi"				This is...the best zongzi in the world.	84600405	2020/7/2 5:02	DW00105BA	DW00105EA
601106	6011	25	Journey & Future				The journey has come to an end, but the festival continues.	84600406	2020/7/2 5:02	DW00106BA	
601107	6011	26	Festival & "War"				This is a war of pride!	84600407	2020/7/2 5:02	DW00107BA	
601201	6012	1	Legend of the Executor - Prelude				Information saved	84600120	2022/2/28 7:01	RG00301BA	
601202	6012	2	Legend of the Executor - 1				Information saved	84600120	2022/2/28 7:01	RG00302BA	
601203	6012	3	Legend of the Executor - 2				Information saved	84600120	2022/2/28 7:01	RG00303BA	
601204	6012	4	Legend of the Executor - 3				Information saved	84600120	2022/2/28 7:01		RG00304EA
601205	6012	5	Legend of the Executor - 4				Information saved	84600121	2022/2/28 7:01	RG00305BA	
601206	6012	6	Legend of the Executor - 5				Information saved	84600121	2022/2/28 7:01	RG00306BA	
601207	6012	7	Legend of the Executor - 6				Information saved	84600121	2022/2/28 7:01	RG00307BA	
601208	6012	8	Legend of the Executor - 7				Information saved	84600121	2022/2/28 7:01		RG00308EA
601209	6012	9	Legend of the Executor - 8				Information saved	84600122	2022/2/28 7:01	RG00309BA	
601210	6012	10	Legend of the Executor - 9				Information saved	84600122	2022/2/28 7:01	RG00310BA	
601211	6012	11	Legend of the Executor - 10				Information saved	84600122	2022/2/28 7:01	RG00311BA	
601212	6012	12	Legend of the Executor - 11				Information saved	84600122	2022/2/28 7:01	RG00312BA	
601213	6012	13	Legend of the Executor - 12				Information saved	84600123	2022/2/28 7:01	RG00313BA	
601214	6012	14	Legend of the Executor - 13				Information saved	84600123	2022/2/28 7:01	RG00314BA	
601215	6012	15	Legend of the Executor - 14				Information saved	84600123	2022/2/28 7:01	RG00315BA	
601216	6012	16	Legend of the Executor - 15				Information saved	84600124	2022/2/28 7:01	RG00316BA	RG00316EA
601217	6012	17	Legend of the Executor - 16				Information saved	84600124	2022/2/28 7:01	RG00317BA	
601218	6012	18	Legend of the Executor - 17				Information saved	84600124	2022/2/28 7:01	RG00318BA	
601219	6012	19	Legend of the Executor - 18				Information saved	84600124	2022/2/28 7:01	RG00319BA	
601220	6012	20	Legend of the Executor - 19				Information saved	84600125	2022/2/28 7:01	RG00320BA	
601221	6012	21	Legend of the Executor - 20				Information saved	84600125	2022/2/28 7:01	RG00321BA	
601222	6012	22	Legend of the Executor - 21				Information saved	84600125	2022/2/28 7:01	RG00322BA	
601223	6012	23	Legend of the Executor - 22				Information saved	84600125	2022/2/28 7:01	RG00323BA	RG00323EA
601224	6012	24	Legend of the Executor - 23				Information saved	84600126	2022/2/28 7:01	RG00324BA	
601225	6012	25	Legend of the Executor - 24				Information saved	84600126	2022/2/28 7:01	RG00325BA	
601226	6012	26	Legend of the Executor - 25				Information saved	84600126	2022/2/28 7:01		RG00326EA
601227	6012	27	Legend of the Executor - 26				Information saved	84600126	2022/2/28 7:01	RG00327BA	
601228	6012	28	Legend of the Executor - 27				Information saved	84600127	2022/2/28 7:01	RG00328BA	
601229	6012	29	Legend of the Executor - 28				Information saved	84600127	2022/2/28 7:01	RG00329BA	
601230	6012	30	Legend of the Executor - 29				Information saved	84600127	2022/2/28 7:01	RG00330BA	
601231	6012	31	Legend of the Executor - 30				Information saved	84600127	2022/2/28 7:01	RG00331BA	
601232	6012	32	Legend of the Executor - 31				Information saved	84600128	2022/2/28 7:01	RG00332BA	
601233	6012	33	Legend of the Executor - 32				Information saved	84600128	2022/2/28 7:01	RG00333BA	
601234	6012	34	Legend of the Executor - 33				Information saved	84600128	2022/2/28 7:01	RG00334BA	
601235	6012	35	Legend of the Executor - 34				Information saved	84600128	2022/2/28 7:01		RG00335EA
601236	6012	36	Legend of the Executor - 35				Information saved	84600129	2022/2/28 7:01	RG00336BA	
601237	6012	37	Legend of the Executor - 36				Information saved	84600129	2022/2/28 7:01	RG00337BA	RG00337EA
601238	6012	38	Legend of the Executor - 37				Information saved	84600129	2022/2/28 7:01	RG00338BA	
601239	6012	39	Legend of the Executor - The End				Information saved	84600129	2022/2/28 7:01	RG00339BA	RG00339EA
601301	6013	1	Summer Afternoon				It was a faded, old box. On its cover was a sunny holiday beach.	84600311	2022/2/9 7:01	YR01301BB	
601302	6013	2	Virtual Swimsuit				These are all swimsuits, aren't they?	84600312	2022/2/9 7:01	YR01302BB	
601303	6013	3	Truth or Dare				Can't enjoy the beach without a truth or dare game!	84600313	2022/2/9 7:01	YR01303BB	YR01303EB
601304	6013	4	War on Beach				Running on the beach "battlefield" with "combat" suits.	84600314	2022/2/9 7:01	YR01304BB	YR01304EB
601305	6013	5	The "Surprise"				I'm already enjoying myself playing games with you all!	84600315	2022/2/9 7:01	YR01305BB	YR01305EB
601306	6013	6	A Brief Holiday				Let's enjoy the holiday a little longer.	84600316	2022/2/9 7:01	YR01306BB	
601307	6013	7	Special Gift				An unexpected present.	84600317	2022/2/9 7:01	YR01307BB	
601401	6014	1	The Theme Park				Information saved	84600501	2022/2/2 2:02	HD00201BA	
601501	6015	1	01 Karenina				Information saved	84800102		HD00301BA	
601502	6015	2	02 Lucia				Information saved	84800105		HD00302BA	
601503	6015	3	03 Vera				Information saved	84800110		HD00303BA	
601504	6015	4	04 Camu				Information saved	84800118		HD00304BA	
601505	6015	5	05 Gabriel				Information saved	84800118		HD00305BA	
601506	6015	6	06 Shome				Information saved	84800118		HD00306BA	
601507	6015	7	07 Luna				Information saved	84800118		HD00307BA	
601508	6015	8	08 Roland				Information saved	84800118		HD00308BA	
