Id	CharacterId	ResourcesId	Name	Quality	Description	WorldDescription	Icon	BigIcon	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	Priority	ItemKey	ItemCount	SmallHeadIcon	BigHeadIcon	RoundnessNotItemHeadIcon	RoundnessHeadIcon	BigRoundnessHeadIcon	HalfBodyImage	RoleCharacterBigImage	RoundnessNotItemHeadIconLiberation	SmallHeadIconLiberation	BigHeadIconLiberation	CharacterIcon
6310304	1031003	1030304	Skeletal Bride	6	Corrosion — Liv: Luminance	The scent of death wrapped within this worn out gown sends chill down the spine. But no one could turn away from those enchanting eyes beneath the veil.	Assets/Product/Texture/Image/IconToolsSp/Clo10310070101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310070101.png	10025					630	32	84	Assets/Product/Texture/Image/Role/RoleHeadLifuSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6310305	1031003	1030305	Gray Feathers: Luminance	5	Uniform — Liv: Luminance	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10310039011Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310039011.png	10016					629	32	27	Assets/Product/Texture/Image/Role/RoleHeadLifuSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310305.png
6310306	1031003	1030306	Puella Subnautica	6	True Blue — Liv: Luminance	Equipped with a type II under water thrust device, this reinforced frame is resistant to water pressure and allows Liv to move freely even in the deep sea.	Assets/Product/Texture/Image/IconToolsSp/Clo10310039161Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310039161.png						628	32	84	Assets/Product/Texture/Image/Role/RoleHeadLifuSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6610301	1061003	1060301	Generic	1	Default — Kamui: Tenebrion	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010201.png	19012					620	32	3	Assets/Product/Texture/Image/Role/RoleHeadShenweiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6610302	1061003	1060302	Generic - Modified	2	Default — Kamui: Tenebrion	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010202Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010202.png	19012					610	32	6	Assets/Product/Texture/Image/Role/RoleHeadShenweiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6610303	1061003	1060303	Generic - Final	2	Default — Kamui: Tenebrion	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10610010203Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610010203.png	19012					600	32	9	Assets/Product/Texture/Image/Role/RoleHeadShenweiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6610304	1061003	1060304	Gray Feathers: Tenebrion	5	Uniform — Kamui: Tenebrion	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10610030201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610030201.png	10016					595	32	27	Assets/Product/Texture/Image/Role/RoleHeadShenweiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6610304.png
6610305	1061003	1060305	Shadow Vanguard	5	Horizon Collection — Kamui: Tenebrion	Designed with the cutting-edge technology of overlay exoskeleton armor, its real-time data interpretation eyepiece and the arm-embedded blade ejector allow Kamui to be superior in any driving combat operation.	Assets/Product/Texture/Image/IconToolsSp/Clo10610039031Sp.png	Assets/Product/Texture/Image/IconTools/Clo10610039031.png	10016					595	32	21	Assets/Product/Texture/Image/Role/RoleHeadShenweiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadShenwei2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadShenwei2.png	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3ShenweiNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei5SS.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6610305.png
6110301	1011003	1010301	Generic	1	Default — Lee: Entropy	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10110030101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110030101.png	19010					1000	32	3	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LiangNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6110302	1011003	1010302	Generic - Modified	2	Default — Lee: Entropy	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10110030102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110030102.png	19010					990	32	6	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LiangNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6110303	1011003	1010303	Generic - Final	2	Default — Lee: Entropy	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10110030103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110030103.png	19010					980	32	9	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LiangNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6110304	1011003	1010304	Gray Feathers: Entropy	5	Uniform — Lee: Entropy	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10110030201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110030201.png	10016					975	32	27	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LiangNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6110304.png
6110305	1011003	1010305	Ashen End	5	Corrosion — Lee: Entropy	Equipped with built-in virus filter at the neck, enhanced alloy arms and converging leg armor, as well as independent bionic eyes. No prey could ever run away from the wearer of this outfit.	Assets/Product/Texture/Image/IconToolsSp/Clo10110030301Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110030301.png	10016					970	32	33	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LiangNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6110305.png
6110306	1011003	1010306	Oceanic Blues	6	True Blue — Lee: Entropy	The sleek design helps to reduce the resistance during diving for better deep sea combat performance. The hood comes with the set and is a free gift.	Assets/Product/Texture/Image/IconToolsSp/Clo10110039161Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110039161.png						965	32	84	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3LiangNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5SS.png	Assets/Product/Texture/Image/Role/RoleHeadLi6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6110305.png
6710301	1071003	1070301	Generic	1	Default — Karenina: Ember	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10710030101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710030101.png	19013					790	32	3	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3KalieninaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6710302	1071003	1070302	Generic - Modified	2	Default — Karenina: Ember	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10710030102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710030102.png	19013					780	32	6	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3KalieninaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6710303	1071003	1070303	Generic - Final	2	Default — Karenina: Ember	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10710030103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710030103.png	19013					770	32	9	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3KalieninaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6710304	1071003	1070304	Gray Feathers: Ember	5	Uniform — Karenina: Ember	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10710030201Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710030201.png	10016					765	32	27	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3KalieninaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6710304.png
6710305	1071003	1070305	Machina	5	Horizon — Karenina: Ember	The special ports on this outfit keep Karenina in sync with her action-support system, so she can adapt to fast-accelerating, intensive combat situations.	Assets/Product/Texture/Image/IconToolsSp/Clo10710030401Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710030401.png	10016					760	32	27	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3KalieninaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6710305.png
6710306	1071003	1070306	Tulle Redbud	6	True Blue — Karenina: Ember	A coating exclusively made for island holidays, featuring a piece of ethereal tulle that can dissipate heat and protect the frame as well. It enhances Karenina's combat ability in the summer heat, turning her into a glamorous fairy on the battlefield.	Assets/Product/Texture/Image/IconToolsSp/Clo10710039161Sp.png	Assets/Product/Texture/Image/IconTools/Clo10710039161.png	20011					759	32	84	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadKalie2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadKalie2.png	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3KalieninaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina5SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalienina6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6710304.png
6510301	1051003	1050301	Generic	1	Default — Nanami: Pulse	The default outfit given to Constructs when they were manufactured.	Assets/Product/Texture/Image/IconToolsSp/Clo10510030101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510030101.png	19014					790	32	3	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3YongyechaoNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6510302	1051003	1050302	Generic - Modified	2	Default — Nanami: Pulse	The outfit designed by awakened Constructs to their liking after gaining the permission.	Assets/Product/Texture/Image/IconToolsSp/Clo10510030102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510030102.png	19014					780	32	6	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3YongyechaoNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6510303	1051003	1050303	Generic - Final	2	Default — Nanami: Pulse	The outfit modified by Constructs after they reach the ultimate awakening phase. Perfectly resembles the characteristics of their M.I.N.D.	Assets/Product/Texture/Image/IconToolsSp/Clo10510030103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510030103.png	19014					770	32	9	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3YongyechaoNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6310104.png
6510304	1051003	1050304	Gray Feathers: Pulse	5	Uniform — Nanami: Pulse	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important Event.	Assets/Product/Texture/Image/IconToolsSp/Clo10510039011Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510039011.png	10016					760	32	27	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3YongyechaoNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6510304.png
6510305	1051003	1050305	Shooting Star	5	Corrosion — Nanami: Pulse	Each time this unit is deployed, soldiers could see a shooting star falling into the battlefield. The brilliant light is a result of burning armor under high-powered propulsion.	Assets/Product/Texture/Image/IconToolsSp/Clo10510039071Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510039071.png	10016					750	32	33	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SS.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2SSSp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigR3YongyechaoNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6SS.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2SS.png	Assets/Product/Texture/Image/IconCoating/IconCoating6510305.png
