Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
2031	Cafe Ceiling Blueprint	Type: Ceiling	Changes Decor to Cafe Ceiling.	Assets/Product/Texture/Image/IconTools/IconBlueCoffeeceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCoffeeceiling001Sp.png	16388	4	10	99999	999						1	10				2	10015						211201001							
2032	Cafe Wall Blueprint	Type: Wall	Changes Decor to Cafe Wall.	Assets/Product/Texture/Image/IconTools/IconBlueCoffeewall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCoffeewall001Sp.png	16388	4	10	99999	999						1	10				2	10015						212102001							
2033	Locker Blueprint	Type: Large Shelf	Changes Decor to Locker.	Assets/Product/Texture/Image/IconTools/IconBluePunklocker001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunklocker001Sp.png	16388	4	10	99999	999						1	10				2	10015						212102002							
2034	Fluorescent Light Blueprint	Type: Accessory	Changes Decor to Fluorescent Light.	Assets/Product/Texture/Image/IconTools/IconBluePunktube001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunktube001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102003							
2035	Office Desk Blueprint	Type: Large Table	Changes Decor to Office Desk.	Assets/Product/Texture/Image/IconTools/IconBluePunkdesk001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkdesk001Sp.png	16388	4	10	99999	999						1	10				5	10015						211301001							
2036	Blinds Blueprint	Type: Accessory	Changes Decor to Blinds.	Assets/Product/Texture/Image/IconTools/IconBluePunkshutters001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkshutters001Sp.png	16388	4	10	99999	999						1	10				5	10015						211101001							
2037	Box of Parts Blueprint	Type: Small Object	Changes Decor to Box of Parts.	Assets/Product/Texture/Image/IconTools/IconBluePunkcabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkcabinet001Sp.png	16388	4	10	99999	999						1	10				5	10015						211201001							
2038	Vending Machine Blueprint	Type: Large Shelf	Changes Decor to Vending Machine.	Assets/Product/Texture/Image/IconTools/IconBluePunkmachines001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkmachines001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102001							
2039	Control Terminal Blueprint	Type: Accessory	Changes Decor to Control Terminal.	Assets/Product/Texture/Image/IconTools/IconBluePunkterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkterminal001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102002							
2040	Messy Storage Rack Blueprint	Type: Large Shelf	Changes Decor to Messy Storage Rack.	Assets/Product/Texture/Image/IconTools/IconBluePunklocker002.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunklocker002Sp.png	16388	4	10	99999	999						1	10				5	10015						212102003							
2041	Toilet Blueprint	Type: Small Chair	Changes Decor to Toilet.	Assets/Product/Texture/Image/IconTools/IconBluePunktoilet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunktoilet001Sp.png	16388	4	10	99999	999						1	10				5	10015						211301001							
2042	Worktable Blueprint	Type: Large Bed	Changes Decor to Worktable.	Assets/Product/Texture/Image/IconTools/IconBluePunkrepairstation001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkrepairstation001Sp.png	16388	4	10	99999	999						1	10				5	10015						211101001							
2043	Bar Stool Blueprint	Type: Small Chair	Changes Decor to Bar Stool.	Assets/Product/Texture/Image/IconTools/IconBluePunkchair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkchair001Sp.png	16388	4	10	99999	999						1	10				5	10015						211201001							
2044	Bar Counter Blueprint	Type: Large Table	Changes Decor to Bar Counter.	Assets/Product/Texture/Image/IconTools/IconBluePunkbar001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkbar001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102001							
2045	Cloth Sofa Blueprint	Type: Large Sofa	Changes Decor to Cloth Sofa.	Assets/Product/Texture/Image/IconTools/IconBluePunksofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunksofa001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102002							
2046	Sofa Set Blueprint	Type: Large Sofa	Changes Decor to Sofa Set.	Assets/Product/Texture/Image/IconTools/IconBluePunksofa002.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunksofa002Sp.png	16388	4	10	99999	999						1	10				5	10015						212102003							
2047	Poster α Blueprint	Type: Accessory	Changes Decor to Poster α.	Assets/Product/Texture/Image/IconTools/IconBluePunkposters001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkposters001Sp.png	16388	4	10	99999	999						1	10				5	10015						211301001							
2048	Poster β Blueprint	Type: Accessory	Changes Decor to Poster β.	Assets/Product/Texture/Image/IconTools/IconBluePunkposters002.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkposters002Sp.png	16388	4	10	99999	999						1	10				5	10015						212102001							
2049	Poster γ Blueprint	Type: Accessory	Changes Decor to Poster γ.	Assets/Product/Texture/Image/IconTools/IconBluePunkposters003.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkposters003Sp.png	16388	4	10	99999	999						1	10				5	10015						212102002							
2050	Neon Logo Blueprint	Type: Accessory	Changes Decor to Neon Logo.	Assets/Product/Texture/Image/IconTools/IconBluePunktube002.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunktube002Sp.png	16388	4	10	99999	999						1	10				5	10015						212102003							
2051	Rack Blueprint	Type: Accessory	Changes Decor to Rack.	Assets/Product/Texture/Image/IconTools/IconBluePunklocker003.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunklocker003Sp.png	16388	4	10	99999	999						1	10				5	10015						211301001							
2052	Punk Floor Blueprint	Type: Floor	Changes Decor to Punk Floor.	Assets/Product/Texture/Image/IconTools/IconBluePunkfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkfloor001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102001							
2053	Punk Ceiling Blueprint	Type: Ceiling	Changes Decor to Punk Ceiling.	Assets/Product/Texture/Image/IconTools/IconBluePunkceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkceiling001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102002							
2054	Punk Logo Wall Blueprint	Type: Wall	Changes Decor to Punk Logo Wall.	Assets/Product/Texture/Image/IconTools/IconBluePunkwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBluePunkwall001Sp.png	16388	4	10	99999	999						1	10				5	10015						212102003							
2055	Paper Window Blueprint	Type: Accessory	Changes Decor to Paper Window.	Assets/Product/Texture/Image/IconTools/IconBlueCherrywindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrywindow001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2056	Cushion Chair Blueprint	Type: Small Stool	Changes Decor to Cushion Chair.	Assets/Product/Texture/Image/IconTools/IconBlueCherrychaircushion001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrychaircushion001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2057	Potted Bamboo Blueprint	Type: Small Object	Changes Decor to Potted Bamboo.	Assets/Product/Texture/Image/IconTools/IconBlueCherrybamboo001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrybamboo001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2058	Sakura Fan Blueprint	Type: Accessory	Changes Decor to Sakura Fan.	Assets/Product/Texture/Image/IconTools/IconBlueCherryfan001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryfan001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2059	Hanging Painting Blueprint	Type: Accessory	Changes Decor to Hanging Painting.	Assets/Product/Texture/Image/IconTools/IconBlueCherrypicture001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrypicture001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2060	Japanese Shelf Blueprint	Type: Large Shelf	Changes Decor to Japanese Shelf.	Assets/Product/Texture/Image/IconTools/IconBlueCherrycabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrycabinet001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2061	Futon Blueprint	Type: Object	Changes Decor to Futon.	Assets/Product/Texture/Image/IconTools/IconBlueCherryshakedown001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryshakedown001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2062	Sakura Screen Blueprint	Type: Object	Changes Decor to Sakura Screen.	Assets/Product/Texture/Image/IconTools/IconBlueCherryscreen001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryscreen001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2063	Katana Stand Blueprint	Type: Object	Changes Decor to Katana Stand.	Assets/Product/Texture/Image/IconTools/IconBlueCherryshortark001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryshortark001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2064	Kotatsu Blueprint	Type: Large Table	Changes Decor to Kotatsu.	Assets/Product/Texture/Image/IconTools/IconBlueCherryfurnace001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryfurnace001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2065	Drinking Table Blueprint	Type: Large Table	Changes Decor to Drinking Table.	Assets/Product/Texture/Image/IconTools/IconBlueCherryteatable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryteatable001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2066	Wooden Tub Blueprint	Type: Small Object	Changes Decor to Wooden Tub.	Assets/Product/Texture/Image/IconTools/IconBlueCherrybathbucket001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrybathbucket001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2067	Japanese Lantern Blueprint	Type: Accessory	Changes Decor to Japanese Lantern.	Assets/Product/Texture/Image/IconTools/IconBlueCherrydroplight001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrydroplight001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2068	Japanese Floor Blueprint	Type: Floor	Changes Decor to Japanese Floor.	Assets/Product/Texture/Image/IconTools/IconBlueCherryfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryfloor001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2069	Beam Ceiling Blueprint	Type: Ceiling	Changes Decor to Beam Ceiling.	Assets/Product/Texture/Image/IconTools/IconBlueCherryceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherryceiling001Sp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2070	Sakura Wall Blueprint	Type: Wall	Changes Decor to Sakura Wall	Assets/Product/Texture/Image/IconTools/IconBlueCherrywall.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCherrywallSp.png	16388	4	10	99999	999						1	10				3	10015						211301001							
2071	bilibili TV Blueprint	Type: Object	Changes Decor to bilibili TV Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2072	OPPO reno2 Blueprint		Changes Decor to OPPO reno2 Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2073	taptap Console Blueprint		Changes Decor to taptap Console Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2074	vivoNEX Blueprint		Changes Decor to vivoNEX Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2075	Quick Pop Blueprint		Changes Decor to Quick Pop Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2076	Huawei 5G Covered Blueprint		Changes Decor to Huawei 5G Covered Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2077	4399 Game Cartridge Blueprint		Changes Decor to 4399 Game Cartridge Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2078	Black Shark Gaming Console Blueprint		Changes Decor to Black Shark Gaming Console Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2079	Mi Sign Blueprint		Changes Decor to Mi Sign Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2080	MyApp Claw Machine Blueprint		Changes Decor to MyApp Claw Machine Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2081	Cyber Egg Blueprint	Type: Object	Changes Decor to Cyber Egg Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueQudaodan001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaodan001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2082	9game TV Blueprint		Changes Decor to 9game TV Blueprint.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1	10015						211301001							
2083	Retro Floor Lamp Blueprint	Type: Object	Changes Decor to Retro Floor Lamp.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanlamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanlamp001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2084	Double Bed Blueprint	Type: Bed	Changes Decor to Double Bed.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanbed001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanbed001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2085	Mistletoe Wreath Blueprint	Type: Accessory	Changes Decor to Mistletoe Wreath.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanwreath001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanwreath001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2086	Christmas Gift Pile Blueprint	Type: Object	Changes Decor to Christmas Gift Pile.	Assets/Product/Texture/Image/IconTools/IconBlueShengdangift001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdangift001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2087	Nightstand Blueprint	Type: Stand	Changes Decor to Nightstand.	Assets/Product/Texture/Image/IconTools/IconBlueShengdancredenza001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdancredenza001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2088	European Closet Blueprint	Type: Shelf	Changes Decor to European Closet.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanarmoire001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanarmoire001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2089	Wall Chandelier Blueprint	Type: Accessory	Changes Decor to Wall Chandelier	Assets/Product/Texture/Image/IconTools/IconBlueShengdancandlestick001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdancandlestick001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2090	Wall Clock Blueprint	Type: Accessory	Changes Decor to Wall Clock.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanclock001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanclock001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2091	Fireplace Blueprint	Type: Object	Changes Decor to Fireplace.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanbrazier001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanbrazier001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2092	Lattice Window With Curtain Blueprint	Type: Accessory	Changes Decor to Lattice Window With Curtain.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanwindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanwindow001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2093	Christmas Tree Blueprint	Type: Object	Changes Decor to Christmas Tree.	Assets/Product/Texture/Image/IconTools/IconBlueShengdantree001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdantree001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2094	European Sofa Blueprint	Type: Sofa	Changes Decor to European Sofa.	Assets/Product/Texture/Image/IconTools/IconBlueShengdansofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdansofa001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2095	Dawn (Oil on Canvas) Blueprint	Type: Accessory	Changes Decor to Dawn (Oil on Canvas).	Assets/Product/Texture/Image/IconTools/IconBlueShengdanoilpainting001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanoilpainting001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2096	European Bookshelf Blueprint	Type: Shelf	Changes Decor to European Bookshelf.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanbookcase001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanbookcase001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2097	Christmas Table Blueprint	Type: Table	Changes Decor to Christmas Table.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanboard001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanboard001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2098	European Chair Blueprint	Type: Chair	Changes Decor to European Chair.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanchair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanchair001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2099	Cushion Stool Blueprint	Type: Stool	Changes Decor to Cushion Stool.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanstool001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanstool001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2100	Tile Floor Blueprint	Type: Floor	Changes Decor to Tile Floor.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanfloor001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2101	Christmas Wall Blueprint	Type: Wall	Changes Decor to Christmas Wall.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanwall001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2102	Chandelier Beam Blueprint	Type: Ceiling	Changes Decor to Chandelier Beam.	Assets/Product/Texture/Image/IconTools/IconBlueShengdanceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueShengdanceiling001Sp.png	16388	4	10	99999	999						1	10				6	10015						211301001							
2103	bilibili Sofa Blueprint	Type: Sofa	Changes Decor to bilibili Sofa.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2104	bilibili Home Theater Blueprint	Type: Object	Changes Decor to bilibili Home Theater.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2105	bilibili Floor Lamp Blueprint	Type: Object	Changes Decor to bilibili Floor Lamp.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2106	bilibili Cushion Blueprint	Type: Chair	Changes Decor to bilibili Cushion.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2107	bilibili Table Blueprint	Type: Table	Changes Decor to bilibili Table.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisterminal001Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2108	Floating Kuroro Blueprint	Type: Object	Changes Decor to Floating Kuroro.	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro001Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2109	Nubia Game Box Blueprint	Type: Object	Changes Decor to Nubia Game Box.	Assets/Product/Texture/Image/IconTools/IconBlueBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro001Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2110	Trash Cans Blueprint	Type: Object	Changes Decor to Trash Cans.	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro002Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2111	Triple Toilet Blueprint	Type: Sofa	Changes Decor to Triple Toilet.	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro006.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro006Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2112	Recharge Station Blueprint	Type: Object	Changes Decor to Recharge Station.	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro005.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro005Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2113	Camera Blueprint	Type: Object	Changes Decor to Camera.	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro003.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro003Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2114	Motorcycle Blueprint	Type: Object	Changes Decor to Motorcycle.	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro004.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro004Sp.png	16388	4	10	99999	999						1	10				1							211301001							
2115	Sakura Screen Blueprint	Type: Divider	Changes Decor to Sakura Screen.	Assets/Product/Texture/Image/IconTools/IconBlueQudaokuro006.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQudaokuro006Sp.png	16388	4	10	99999	999						1	10				3							211301001							
2116	Lantern Pole Blueprint	Type: Accessory	Changes Decor to Lantern Pole.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousepillar001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousepillar001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2117	Chinese Tea Table Blueprint	Type: Table	Changes Decor to Chinese Tea Table.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousetable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousetable001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2118	Chinese Armchair Blueprint	Type: Chair	Changes Decor to Chinese Armchair.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousechair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousechair001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2119	Chinese Desk Blueprint	Type: Bed	Changes Decor to Chinese Desk.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousedesk001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousedesk001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2120	Chinese Bench Blueprint	Type: Stool	Changes Decor to Chinese Bench.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousebench001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousebench001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2121	Chinese Chest of Drawers Blueprint	Type: Shelf	Changes Decor to Chinese Chest of Drawers.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecupboard001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecupboard001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2122	Chinese Cupboard Blueprint	Type: Stand	Changes Decor to Chinese Cupboard.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecredenza001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecredenza001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2123	Earthenware Jar Blueprint	Type: Object	Changes Decor to Earthenware Jar.	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflagon001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflagon001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2124	Chinese Plant Stand Blueprint	Type: Object	Changes Decor to Chinese Plant Stand.	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflowervase001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflowervase001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2125	Spring Couplet Blueprint	Type: Accessory	Changes Decor to Spring Couplet.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecouplet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecouplet001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2126	Teahouse's Flag Blueprint	Type: Accessory	Changes Decor to Teahouse's Flag.	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflag001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflag001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2127	Teahouse's Window Pane Blueprint	Type: Accessory	Changes Decor to Teahouse's Window Pane.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousewindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousewindow001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
2128	Teahouse's Counter Blueprint	Type: Table	Changes Decor to Teahouse's Counter.	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecounter001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecounter001Sp.png	16388	4	10	99999	999						1	10				7							211301001							
