Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	CharacterType	Name	LogName	Description	NeedFirstShow
3045501	0	4	5	5		14515	1		20000	1	Straylight Terminal			0
3015650	0	1	5	5		14106	1		50000	1	Lucia - Summer Daze			0
3025650	0	2	5	5		14105	1		50000	1	Lucia - Summer Daze			0
3035650	0	3	5	5		14104	1		50000	1	Lucia - Summer Daze			0
3045650	0	4	5	5		14103	1		50000	1	Lucia - Summer Daze			0
3055650	0	5	5	5		14102	1		50000	1	Lucia - Summer Daze			0
3065650	0	6	5	5		14101	1		50000	1	Lucia - Summer Daze			0
3018053	0	1	5	5		14594	1		20001	1	Liv-Ceremony	5★ Liv-Ceremony Grid 1		0
3028053	0	2	5	5		14593	1		20001	1	Liv-Ceremony	5★ Liv-Ceremony Grid 2		0
3038053	0	3	5	5		14592	1		20001	1	Liv-Ceremony	5★ Liv-Ceremony Grid 3		0
3048053	0	4	5	5		14591	1		20001	1	Liv-Ceremony	5★ Liv-Ceremony Grid 4		0
3058053	0	5	5	5		14590	1		20001	1	Liv-Ceremony	5★ Liv-Ceremony Grid 5		0
3068053	0	6	5	5		14589	1		20001	1	Liv-Ceremony	5★ Liv-Ceremony Grid 6		0
