Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[3]	ItemId[4]	ItemCount[4]	ConditionId	ResId
627	3036005	0	25	30360050	30360050	700	601	1	10000	40104	4							5000	3036005
628	3036005	1	30	30360051	30360051	2360	602	1	20000	40100	4	40104	4					5000	3036005
629	3036005	2	35	30360052	30360052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036005
630	3036005	3	40	30360053	30360053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036005
631	3036005	4	45	30360054	30360054	15280	605												3036005
632	3036006	0	25	30360060	30360060	700	601	1	10000	40104	4							5000	3036006
633	3036006	1	30	30360061	30360061	2360	602	1	20000	40100	4	40104	4					5000	3036006
634	3036006	2	35	30360062	30360062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036006
635	3036006	3	40	30360063	30360063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036006
636	3036006	4	45	30360064	30360064	15280	605												3036006
637	3036007	0	25	30360070	30360070	700	601	1	10000	40104	4							5000	3036007
638	3036007	1	30	30360071	30360071	2360	602	1	20000	40100	4	40104	4					5000	3036007
639	3036007	2	35	30360072	30360072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036007
640	3036007	3	40	30360073	30360073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036007
641	3036007	4	45	30360074	30360074	15280	605												3036007
642	3036008	0	25	30360080	30360080	700	601	1	10000	40104	4							5000	3036008
643	3036008	1	30	30360081	30360081	2360	602	1	20000	40100	4	40104	4					5000	3036008
644	3036008	2	35	30360082	30360082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036008
645	3036008	3	40	30360083	30360083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036008
646	3036008	4	45	30360084	30360084	15280	605												3036008
647	3036009	0	25	30360090	30360090	700	601	1	10000	40104	4							5000	3036009
648	3036009	1	30	30360091	30360091	2360	602	1	20000	40100	4	40104	4					5000	3036009
649	3036009	2	35	30360092	30360092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036009
650	3036009	3	40	30360093	30360093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036009
651	3036009	4	45	30360094	30360094	15280	605												3036009
652	3036010	0	25	30360100	30360100	700	601	1	10000	40104	4							5000	3036010
653	3036010	1	30	30360101	30360101	2360	602	1	20000	40100	4	40104	4					5000	3036010
654	3036010	2	35	30360102	30360102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036010
655	3036010	3	40	30360103	30360103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036010
656	3036010	4	45	30360104	30360104	15280	605												3036010
657	3036011	0	25	30360110	30360110	700	601	1	10000	40104	4							5000	3036011
658	3036011	1	30	30360111	30360111	2360	602	1	20000	40100	4	40104	4					5000	3036011
659	3036011	2	35	30360112	30360112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036011
660	3036011	3	40	30360113	30360113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036011
661	3036011	4	45	30360114	30360114	15280	605												3036011
662	3036012	0	25	30360120	30360120	700	601	1	10000	40104	4							5000	3036012
663	3036012	1	30	30360121	30360121	2360	602	1	20000	40100	4	40104	4					5000	3036012
664	3036012	2	35	30360122	30360122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036012
665	3036012	3	40	30360123	30360123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036012
666	3036012	4	45	30360124	30360124	15280	605												3036012
667	3042001	0	10	30420010	30420010	50	301												3042001
668	3043001	0	15	30430010	30430010	100	301	1	4000	40104	1							5000	3043001
669	3043001	1	20	30430011	30430011	370	302	1	8000	40100	1	40104	1					5000	3043001
670	3043001	2	25	30430012	30430012	1020	303												3043001
671	3043002	0	15	30430020	30430020	100	301	1	4000	40104	1							5000	3043002
672	3043002	1	20	30430021	30430021	370	302	1	8000	40100	1	40104	1					5000	3043002
673	3043002	2	25	30430022	30430022	1020	303												3043002
674	3044001	0	20	30440010	30440010	300	401	1	6000	40104	2							5000	3044001
675	3044001	1	25	30440011	30440011	760	402	1	12000	40100	2	40104	2					5000	3044001
676	3044001	2	30	30440012	30440012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3044001
677	3044001	3	35	30440013	30440013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3044001
678	3044002	0	20	30440020	30440020	300	401	1	6000	40104	2							5000	3044002
679	3044002	1	25	30440021	30440021	760	402	1	12000	40100	2	40104	2					5000	3044002
680	3044002	2	30	30440022	30440022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3044002
681	3044002	3	35	30440023	30440023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3044002
682	3044003	0	20	30440030	30440030	300	401	1	6000	40104	2							5000	3044003
683	3044003	1	25	30440031	30440031	760	402	1	12000	40100	2	40104	2					5000	3044003
684	3044003	2	30	30440032	30440032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3044003
685	3044003	3	35	30440033	30440033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3044003
686	3044004	0	20	30440040	30440040	300	401	1	6000	40104	2							5000	3044004
687	3044004	1	25	30440041	30440041	760	402	1	12000	40100	2	40104	2					5000	3044004
688	3044004	2	30	30440042	30440042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3044004
689	3044004	3	35	30440043	30440043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3044004
690	3044006	0	20	30440060	30440060	300	401	1	6000	40104	2							5000	3044006
691	3044006	1	25	30440061	30440061	760	402	1	12000	40100	2	40104	2					5000	3044006
692	3044006	2	30	30440062	30440062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3044006
693	3044006	3	35	30440063	30440063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3044006
694	3044005	0	20	30440010	30440010	300	401	1	6000	40104	2							5000	3044005
695	3044005	1	25	30440011	30440011	760	402	1	12000	40100	2	40104	2					5000	3044005
696	3044005	2	30	30440012	30440012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3044005
697	3044005	3	35	30440013	30440013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3044005
698	3045001	0	25	30450010	30450010	500	501	1	8000	40104	3							5000	3045001
699	3045001	1	30	30450011	30450011	1680	502	1	16000	40100	3	40104	3					5000	3045001
700	3045001	2	35	30450012	30450012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045001
701	3045001	3	40	30450013	30450013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045001
702	3045001	4	45	30450014	30450014	11050	505												3045001
703	3045002	0	25	30450020	30450020	500	501	1	8000	40104	3							5000	3045002
704	3045002	1	30	30450021	30450021	1680	502	1	16000	40100	3	40104	3					5000	3045002
705	3045002	2	35	30450022	30450022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045002
706	3045002	3	40	30450023	30450023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045002
707	3045002	4	45	30450024	30450024	11050	505												3045002
708	3045003	0	25	30450030	30450030	500	501	1	8000	40104	3							5000	3045003
709	3045003	1	30	30450031	30450031	1680	502	1	16000	40100	3	40104	3					5000	3045003
710	3045003	2	35	30450032	30450032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045003
711	3045003	3	40	30450033	30450033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045003
712	3045003	4	45	30450034	30450034	11050	505												3045003
713	3045004	0	25	30450040	30450040	500	501	1	8000	40104	3							5000	3045004
714	3045004	1	30	30450041	30450041	1680	502	1	16000	40100	3	40104	3					5000	3045004
715	3045004	2	35	30450042	30450042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045004
716	3045004	3	40	30450043	30450043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045004
717	3045004	4	45	30450044	30450044	11050	505												3045004
718	3045005	0	25	30450050	30450050	500	501	1	8000	40104	3							5000	3045005
719	3045005	1	30	30450051	30450051	1680	502	1	16000	40100	3	40104	3					5000	3045005
720	3045005	2	35	30450052	30450052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045005
721	3045005	3	40	30450053	30450053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045005
722	3045005	4	45	30450054	30450054	11050	505												3045005
723	3045006	0	25	30450060	30450060	500	501	1	8000	40104	3							5000	3045006
724	3045006	1	30	30450061	30450061	1680	502	1	16000	40100	3	40104	3					5000	3045006
725	3045006	2	35	30450062	30450062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045006
726	3045006	3	40	30450063	30450063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045006
727	3045006	4	45	30450064	30450064	11050	505												3045006
728	3045007	0	25	30450070	30450070	500	501	1	8000	40104	3							5000	3045007
729	3045007	1	30	30450071	30450071	1680	502	1	16000	40100	3	40104	3					5000	3045007
730	3045007	2	35	30450072	30450072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045007
731	3045007	3	40	30450073	30450073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045007
732	3045007	4	45	30450074	30450074	11050	505												3045007
733	3045008	0	25	30450080	30450080	500	501	1	8000	40104	3							5000	3045008
734	3045008	1	30	30450081	30450081	1680	502	1	16000	40100	3	40104	3					5000	3045008
735	3045008	2	35	30450082	30450082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045008
736	3045008	3	40	30450083	30450083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045008
737	3045008	4	45	30450084	30450084	11050	505												3045008
738	3045009	0	25	30450090	30450090	500	501	1	8000	40104	3							5000	3045009
739	3045009	1	30	30450091	30450091	1680	502	1	16000	40100	3	40104	3					5000	3045009
740	3045009	2	35	30450092	30450092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3045009
741	3045009	3	40	30450093	30450093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3045009
742	3045009	4	45	30450094	30450094	11050	505												3045009
743	3046001	0	25	30460010	30460010	700	601	1	10000	40104	4							5000	3046001
744	3046001	1	30	30460011	30460011	2360	602	1	20000	40100	4	40104	4					5000	3046001
745	3046001	2	35	30460012	30460012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046001
746	3046001	3	40	30460013	30460013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046001
747	3046001	4	45	30460014	30460014	15280	605												3046001
748	3046002	0	25	30460020	30460020	700	601	1	10000	40104	4							5000	3046002
749	3046002	1	30	30460021	30460021	2360	602	1	20000	40100	4	40104	4					5000	3046002
750	3046002	2	35	30460022	30460022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046002
751	3046002	3	40	30460023	30460023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046002
752	3046002	4	45	30460024	30460024	15280	605												3046002
753	3046003	0	25	30460030	30460030	700	601	1	10000	40104	4							5000	3046003
754	3046003	1	30	30460031	30460031	2360	602	1	20000	40100	4	40104	4					5000	3046003
755	3046003	2	35	30460032	30460032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046003
756	3046003	3	40	30460033	30460033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046003
757	3046003	4	45	30460034	30460034	15280	605												3046003
758	3046004	0	25	30460040	30460040	700	601	1	10000	40104	4							5000	3046004
759	3046004	1	30	30460041	30460041	2360	602	1	20000	40100	4	40104	4					5000	3046004
760	3046004	2	35	30460042	30460042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046004
761	3046004	3	40	30460043	30460043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046004
762	3046004	4	45	30460044	30460044	15280	605												3046004
763	3046005	0	25	30460050	30460050	700	601	1	10000	40104	4							5000	3046005
764	3046005	1	30	30460051	30460051	2360	602	1	20000	40100	4	40104	4					5000	3046005
765	3046005	2	35	30460052	30460052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046005
766	3046005	3	40	30460053	30460053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046005
767	3046005	4	45	30460054	30460054	15280	605												3046005
768	3046006	0	25	30460060	30460060	700	601	1	10000	40104	4							5000	3046006
769	3046006	1	30	30460061	30460061	2360	602	1	20000	40100	4	40104	4					5000	3046006
770	3046006	2	35	30460062	30460062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046006
771	3046006	3	40	30460063	30460063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046006
772	3046006	4	45	30460064	30460064	15280	605												3046006
773	3046007	0	25	30460070	30460070	700	601	1	10000	40104	4							5000	3046007
774	3046007	1	30	30460071	30460071	2360	602	1	20000	40100	4	40104	4					5000	3046007
775	3046007	2	35	30460072	30460072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046007
776	3046007	3	40	30460073	30460073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046007
777	3046007	4	45	30460074	30460074	15280	605												3046007
778	3046008	0	25	30460080	30460080	700	601	1	10000	40104	4							5000	3046008
779	3046008	1	30	30460081	30460081	2360	602	1	20000	40100	4	40104	4					5000	3046008
780	3046008	2	35	30460082	30460082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046008
781	3046008	3	40	30460083	30460083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046008
782	3046008	4	45	30460084	30460084	15280	605												3046008
783	3046009	0	25	30460090	30460090	700	601	1	10000	40104	4							5000	3046009
784	3046009	1	30	30460091	30460091	2360	602	1	20000	40100	4	40104	4					5000	3046009
785	3046009	2	35	30460092	30460092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046009
786	3046009	3	40	30460093	30460093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046009
787	3046009	4	45	30460094	30460094	15280	605												3046009
788	3046010	0	25	30460100	30460100	700	601	1	10000	40104	4							5000	3046010
789	3046010	1	30	30460101	30460101	2360	602	1	20000	40100	4	40104	4					5000	3046010
790	3046010	2	35	30460102	30460102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046010
791	3046010	3	40	30460103	30460103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046010
792	3046010	4	45	30460104	30460104	15280	605												3046010
793	3046011	0	25	30460110	30460110	700	601	1	10000	40104	4							5000	3046011
794	3046011	1	30	30460111	30460111	2360	602	1	20000	40100	4	40104	4					5000	3046011
795	3046011	2	35	30460112	30460112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046011
796	3046011	3	40	30460113	30460113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046011
797	3046011	4	45	30460114	30460114	15280	605												3046011
798	3046012	0	25	30460120	30460120	700	601	1	10000	40104	4							5000	3046012
799	3046012	1	30	30460121	30460121	2360	602	1	20000	40100	4	40104	4					5000	3046012
800	3046012	2	35	30460122	30460122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3046012
801	3046012	3	40	30460123	30460123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3046012
802	3046012	4	45	30460124	30460124	15280	605												3046012
803	3052001	0	10	30520010	30520010	50	301												3052001
804	3053001	0	15	30530010	30530010	100	301	1	4000	40104	1							5000	3053001
805	3053001	1	20	30530011	30530011	370	302	1	8000	40100	1	40104	1					5000	3053001
806	3053001	2	25	30530012	30530012	1020	303												3053001
807	3053002	0	15	30530020	30530020	100	301	1	4000	40104	1							5000	3053002
808	3053002	1	20	30530021	30530021	370	302	1	8000	40100	1	40104	1					5000	3053002
809	3053002	2	25	30530022	30530022	1020	303												3053002
810	3054001	0	20	30540010	30540010	300	401	1	6000	40104	2							5000	3054001
811	3054001	1	25	30540011	30540011	760	402	1	12000	40100	2	40104	2					5000	3054001
812	3054001	2	30	30540012	30540012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3054001
813	3054001	3	35	30540013	30540013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3054001
814	3054002	0	20	30540020	30540020	300	401	1	6000	40104	2							5000	3054002
815	3054002	1	25	30540021	30540021	760	402	1	12000	40100	2	40104	2					5000	3054002
816	3054002	2	30	30540022	30540022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3054002
817	3054002	3	35	30540023	30540023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3054002
818	3054003	0	20	30540030	30540030	300	401	1	6000	40104	2							5000	3054003
819	3054003	1	25	30540031	30540031	760	402	1	12000	40100	2	40104	2					5000	3054003
820	3054003	2	30	30540032	30540032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3054003
821	3054003	3	35	30540033	30540033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3054003
822	3054004	0	20	30540040	30540040	300	401	1	6000	40104	2							5000	3054004
823	3054004	1	25	30540041	30540041	760	402	1	12000	40100	2	40104	2					5000	3054004
824	3054004	2	30	30540042	30540042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3054004
825	3054004	3	35	30540043	30540043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3054004
826	3054006	0	20	30540060	30540060	300	401	1	6000	40104	2							5000	3054006
827	3054006	1	25	30540061	30540061	760	402	1	12000	40100	2	40104	2					5000	3054006
828	3054006	2	30	30540062	30540062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3054006
829	3054006	3	35	30540063	30540063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3054006
830	3055001	0	25	30550010	30550010	500	501	1	8000	40104	3							5000	3055001
831	3055001	1	30	30550011	30550011	1680	502	1	16000	40100	3	40104	3					5000	3055001
832	3055001	2	35	30550012	30550012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055001
833	3055001	3	40	30550013	30550013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055001
834	3055001	4	45	30550014	30550014	11050	505												3055001
835	3055002	0	25	30550020	30550020	500	501	1	8000	40104	3							5000	3055002
836	3055002	1	30	30550021	30550021	1680	502	1	16000	40100	3	40104	3					5000	3055002
837	3055002	2	35	30550022	30550022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055002
838	3055002	3	40	30550023	30550023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055002
839	3055002	4	45	30550024	30550024	11050	505												3055002
840	3055003	0	25	30550030	30550030	500	501	1	8000	40104	3							5000	3055003
841	3055003	1	30	30550031	30550031	1680	502	1	16000	40100	3	40104	3					5000	3055003
842	3055003	2	35	30550032	30550032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055003
843	3055003	3	40	30550033	30550033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055003
844	3055003	4	45	30550034	30550034	11050	505												3055003
845	3055004	0	25	30550040	30550040	500	501	1	8000	40104	3							5000	3055004
846	3055004	1	30	30550041	30550041	1680	502	1	16000	40100	3	40104	3					5000	3055004
847	3055004	2	35	30550042	30550042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055004
848	3055004	3	40	30550043	30550043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055004
849	3055004	4	45	30550044	30550044	11050	505												3055004
850	3055005	0	25	30550050	30550050	500	501	1	8000	40104	3							5000	3055005
851	3055005	1	30	30550051	30550051	1680	502	1	16000	40100	3	40104	3					5000	3055005
852	3055005	2	35	30550052	30550052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055005
853	3055005	3	40	30550053	30550053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055005
854	3055005	4	45	30550054	30550054	11050	505												3055005
855	3055006	0	25	30550060	30550060	500	501	1	8000	40104	3							5000	3055006
856	3055006	1	30	30550061	30550061	1680	502	1	16000	40100	3	40104	3					5000	3055006
857	3055006	2	35	30550062	30550062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055006
858	3055006	3	40	30550063	30550063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055006
859	3055006	4	45	30550064	30550064	11050	505												3055006
860	3055007	0	25	30550070	30550070	500	501	1	8000	40104	3							5000	3055007
861	3055007	1	30	30550071	30550071	1680	502	1	16000	40100	3	40104	3					5000	3055007
862	3055007	2	35	30550072	30550072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055007
863	3055007	3	40	30550073	30550073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055007
864	3055007	4	45	30550074	30550074	11050	505												3055007
865	3055008	0	25	30550080	30550080	500	501	1	8000	40104	3							5000	3055008
866	3055008	1	30	30550081	30550081	1680	502	1	16000	40100	3	40104	3					5000	3055008
867	3055008	2	35	30550082	30550082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055008
868	3055008	3	40	30550083	30550083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055008
869	3055008	4	45	30550084	30550084	11050	505												3055008
870	3055009	0	25	30550090	30550090	500	501	1	8000	40104	3							5000	3055009
871	3055009	1	30	30550091	30550091	1680	502	1	16000	40100	3	40104	3					5000	3055009
872	3055009	2	35	30550092	30550092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3055009
873	3055009	3	40	30550093	30550093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3055009
874	3055009	4	45	30550094	30550094	11050	505												3055009
875	3056001	0	25	30560010	30560010	700	601	1	10000	40104	4							5000	3056001
876	3056001	1	30	30560011	30560011	2360	602	1	20000	40100	4	40104	4					5000	3056001
877	3056001	2	35	30560012	30560012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056001
878	3056001	3	40	30560013	30560013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056001
879	3056001	4	45	30560014	30560014	15280	605												3056001
880	3056002	0	25	30560020	30560020	700	601	1	10000	40104	4							5000	3056002
881	3056002	1	30	30560021	30560021	2360	602	1	20000	40100	4	40104	4					5000	3056002
882	3056002	2	35	30560022	30560022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056002
883	3056002	3	40	30560023	30560023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056002
884	3056002	4	45	30560024	30560024	15280	605												3056002
885	3056003	0	25	30560030	30560030	700	601	1	10000	40104	4							5000	3056003
886	3056003	1	30	30560031	30560031	2360	602	1	20000	40100	4	40104	4					5000	3056003
887	3056003	2	35	30560032	30560032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056003
888	3056003	3	40	30560033	30560033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056003
889	3056003	4	45	30560034	30560034	15280	605												3056003
890	3056004	0	25	30560040	30560040	700	601	1	10000	40104	4							5000	3056004
891	3056004	1	30	30560041	30560041	2360	602	1	20000	40100	4	40104	4					5000	3056004
892	3056004	2	35	30560042	30560042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056004
893	3056004	3	40	30560043	30560043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056004
894	3056004	4	45	30560044	30560044	15280	605												3056004
895	3056005	0	25	30560050	30560050	700	601	1	10000	40104	4							5000	3056005
896	3056005	1	30	30560051	30560051	2360	602	1	20000	40100	4	40104	4					5000	3056005
897	3056005	2	35	30560052	30560052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056005
898	3056005	3	40	30560053	30560053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056005
899	3056005	4	45	30560054	30560054	15280	605												3056005
900	3056006	0	25	30560060	30560060	700	601	1	10000	40104	4							5000	3056006
901	3056006	1	30	30560061	30560061	2360	602	1	20000	40100	4	40104	4					5000	3056006
902	3056006	2	35	30560062	30560062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056006
903	3056006	3	40	30560063	30560063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056006
904	3056006	4	45	30560064	30560064	15280	605												3056006
905	3056007	0	25	30560070	30560070	700	601	1	10000	40104	4							5000	3056007
906	3056007	1	30	30560071	30560071	2360	602	1	20000	40100	4	40104	4					5000	3056007
907	3056007	2	35	30560072	30560072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056007
908	3056007	3	40	30560073	30560073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056007
909	3056007	4	45	30560074	30560074	15280	605												3056007
910	3056008	0	25	30560080	30560080	700	601	1	10000	40104	4							5000	3056008
911	3056008	1	30	30560081	30560081	2360	602	1	20000	40100	4	40104	4					5000	3056008
912	3056008	2	35	30560082	30560082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056008
913	3056008	3	40	30560083	30560083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056008
914	3056008	4	45	30560084	30560084	15280	605												3056008
915	3056009	0	25	30560090	30560090	700	601	1	10000	40104	4							5000	3056009
916	3056009	1	30	30560091	30560091	2360	602	1	20000	40100	4	40104	4					5000	3056009
917	3056009	2	35	30560092	30560092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056009
918	3056009	3	40	30560093	30560093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056009
919	3056009	4	45	30560094	30560094	15280	605												3056009
920	3056010	0	25	30560100	30560100	700	601	1	10000	40104	4							5000	3056010
921	3056010	1	30	30560101	30560101	2360	602	1	20000	40100	4	40104	4					5000	3056010
922	3056010	2	35	30560102	30560102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056010
923	3056010	3	40	30560103	30560103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056010
924	3056010	4	45	30560104	30560104	15280	605												3056010
925	3056011	0	25	30560110	30560110	700	601	1	10000	40104	4							5000	3056011
926	3056011	1	30	30560111	30560111	2360	602	1	20000	40100	4	40104	4					5000	3056011
927	3056011	2	35	30560112	30560112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056011
928	3056011	3	40	30560113	30560113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056011
929	3056011	4	45	30560114	30560114	15280	605												3056011
930	3056012	0	25	30560120	30560120	700	601	1	10000	40104	4							5000	3056012
931	3056012	1	30	30560121	30560121	2360	602	1	20000	40100	4	40104	4					5000	3056012
932	3056012	2	35	30560122	30560122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3056012
933	3056012	3	40	30560123	30560123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3056012
934	3056012	4	45	30560124	30560124	15280	605												3056012
935	3062001	0	10	30620010	30620010	50	301												3062001
936	3063001	0	15	30630010	30630010	100	301	1	4000	40104	1							5000	3063001
937	3063001	1	20	30630011	30630011	370	302	1	8000	40100	1	40104	1					5000	3063001
938	3063001	2	25	30630012	30630012	1020	303												3063001
939	3063002	0	15	30630020	30630020	100	301	1	4000	40104	1							5000	3063002
